timestamp (epoch),loop time (s),des velocity,velocity (Rad/S),Futek Torque (Nm),v_bus,i_bus,v_q,i_q,v_d,i_d,accel
1679070272.0465572,0.6999993324279785,-14.0,-14.054554689893004,-15.528113880428496,24.8,-3.9,-3.748,16.95,2.197,-0.03,-275.4372252781842
1679070272.09694,0.7499992847442627,-14.0,-14.054554689893004,-15.758120899685668,24.8,-3.9,-3.748,16.95,2.197,-0.03,-275.4372252781842
1679070272.146455,0.7999992370605469,-14.0,-13.796827737015175,-13.068038804895183,24.7,-3.84,-3.784,16.72,2.177,-0.04,-85.48531879627276
1679070272.1962454,0.849999189376831,-14.0,-13.796827737015175,-10.902972732322151,24.7,-3.84,-3.784,16.72,2.177,-0.04,-85.48531879627276
1679070272.2461603,0.8999991416931152,-14.0,-13.796827737015175,-11.062977615283671,24.7,-3.84,-3.784,16.72,2.177,-0.04,-85.48531879627276
1679070272.2961698,0.9499990940093994,-14.0,-14.248868013281706,-13.143041093783392,24.8,-3.83,-3.847,16.45,2.131,0.16,-103.68652601628669
1679070272.3466372,0.9999990463256836,-14.0,-14.172073526193955,-15.773121357463307,24.7,-3.88,-3.788,16.93,2.201,0.13,-277.8636656735277
1679070272.3978834,1.0499989986419678,-12.526315789473685,-13.937617630009385,-14.458081225623348,24.8,-3.83,-3.816,16.6,2.179,0.07,-284.1879855327017
1679070272.446244,1.099998950958252,-12.526315789473685,-13.937617630009385,-18.783213218176833,24.8,-3.83,-3.816,16.6,2.179,0.07,-284.1879855327017
1679070272.496731,1.1499989032745361,-12.526315789473685,-12.62571180892698,-15.603116169316705,24.7,-3.15,-2.321,20.87,2.487,-3.13,-124.91584431309983
1679070272.5465841,1.1999988555908203,-12.526315789473685,-12.792099864283772,-11.022976394543296,24.7,-3.04,-2.929,18.19,2.182,-0.67,-256.01070551236484
1679070272.5967216,1.2499988079071045,-12.526315789473685,-12.792099864283772,-21.86330721518602,24.7,-3.04,-2.929,18.19,2.182,-0.67,-256.01070551236484
1679070272.6465929,1.2999987602233887,-12.526315789473685,-12.447688225223558,-14.643086871547606,24.7,-3.07,-2.497,20.03,2.383,-2.03,-124.59106760071226
1679070272.6963925,1.3499987125396729,-12.526315789473685,-12.788027429362453,-11.587993637501146,24.7,-3.07,-3.028,17.73,2.047,-0.55,-255.87426223910015
1679070272.7462049,1.399998664855957,-12.526315789473685,-12.788027429362453,-22.08831408185065,24.7,-3.07,-3.028,17.73,2.047,-0.55,-255.87426223910015
1679070272.7961085,1.4499986171722412,-12.526315789473685,-12.788027429362453,-13.753059710074176,24.7,-3.07,-3.028,17.73,2.047,-0.55,-255.87426223910015
1679070272.8468251,1.4999985694885254,-12.526315789473685,-12.788027429362453,-12.84803209082309,24.7,-3.07,-3.028,17.73,2.047,-0.55,-255.87426223910015
1679070272.8967466,1.5499985218048096,-12.526315789473685,-12.560552850185857,-15.108101062654509,24.7,-3.21,-2.866,19.35,2.391,0.1,-62.796311401966925
1679070272.9467149,1.5999984741210938,-12.526315789473685,-12.407545652427688,-19.743242515945933,24.7,-3.18,-2.622,20.68,2.449,-0.78,-248.3240286500392
1679070272.997104,1.649998426437378,-12.526315789473685,-12.407545652427688,-13.46805101229897,24.7,-3.18,-2.622,20.68,2.449,-0.78,-248.3240286500392
1679070273.0469725,1.699998378753662,-12.526315789473685,-12.407545652427688,-12.958035447859134,24.7,-3.18,-2.622,20.68,2.449,-0.78,-248.3240286500392
1679070273.0970972,1.7499983310699463,-12.526315789473685,-12.44827000164089,-17.823183920407732,24.8,-3.27,-2.556,20.63,2.486,-1.08,-82.98946917999292
1679070273.146872,1.7999982833862305,-12.526315789473685,-12.73857643388928,-19.648239616687544,24.6,-3.26,-2.812,19.03,2.379,-0.31,-255.24400622455553
1679070273.196434,1.8499982357025146,-12.526315789473685,-12.73857643388928,-10.237952437513353,24.6,-3.26,-2.812,19.03,2.379,-0.31,-255.24400622455553
1679070273.2466989,1.8999981880187988,-12.526315789473685,-12.73857643388928,-16.36313936338391,24.6,-3.26,-2.812,19.03,2.379,-0.31,-255.24400622455553
1679070273.296864,1.949998140335083,-12.526315789473685,-12.708905836605377,-13.968066271553708,24.8,-3.26,-2.733,19.64,2.311,-0.98,-84.68856380769921
1679070273.3469508,1.9999980926513672,-12.526315789473685,-12.708905836605377,-15.563114948576331,24.8,-3.26,-2.733,19.64,2.311,-0.98,-84.68856380769921
1679070273.3976364,2.0499980449676514,-11.052631578947368,-12.708905836605377,-12.098009201940982,24.8,-3.26,-2.733,19.64,2.311,-0.98,-84.68856380769921
1679070273.446375,2.0999979972839355,-11.052631578947368,-12.432562038372941,-12.75802934415724,24.7,-3.21,-2.681,19.95,2.396,-0.69,-82.34484675055351
1679070273.4968133,2.1499979496002197,-11.052631578947368,-12.432562038372941,-12.118009812311179,24.7,-3.21,-2.681,19.95,2.396,-0.69,-82.34484675055351
1679070273.546805,2.199997901916504,-11.052631578947368,-10.942632633587115,-11.637995163426638,24.7,-2.56,-1.953,20.64,2.273,-1.28,-110.5737423462216
1679070273.5966485,2.249997854232788,-11.052631578947368,-10.942632633587115,-19.583237632984414,24.7,-2.56,-1.953,20.64,2.273,-1.28,-110.5737423462216
1679070273.6465485,2.2999978065490723,-11.052631578947368,-11.388855145680331,-19.54323641224404,24.7,-2.57,-2.104,19.43,2.104,-1.08,-113.91011513731361
1679070273.6973493,2.3499977588653564,-11.052631578947368,-10.930415328823154,-13.16804185674611,24.7,-2.54,-1.981,19.82,2.169,-1.94,-218.65647632861447
1679070273.7470844,2.3999977111816406,-11.052631578947368,-10.930415328823154,-13.253044450819438,24.7,-2.54,-1.981,19.82,2.169,-1.94,-218.65647632861447
1679070273.7972105,2.449997663497925,-11.052631578947368,-10.902490060791244,-18.668209708548247,24.6,-2.52,-1.912,20.77,2.299,-1.22,-109.08508291273826
1679070273.845959,2.499997615814209,-11.052631578947368,-10.902490060791244,-10.652965102694782,24.6,-2.52,-1.912,20.77,2.299,-1.22,-109.08508291273826
1679070273.8961608,2.549997568130493,-11.052631578947368,-10.902490060791244,-19.61823870113225,24.6,-2.52,-1.912,20.77,2.299,-1.22,-109.08508291273826
1679070273.9468691,2.5999975204467773,-11.052631578947368,-10.902490060791244,-17.383170492263567,24.6,-2.52,-1.912,20.77,2.299,-1.22,-109.08508291273826
1679070273.996862,2.6499974727630615,-11.052631578947368,-10.902490060791244,-14.958096484878086,24.6,-2.52,-1.912,20.77,2.299,-1.22,-109.08508291273826
1679070274.046724,2.6999974250793457,-11.052631578947368,-10.902490060791244,-11.022976394543296,24.6,-2.52,-1.912,20.77,2.299,-1.22,-109.08508291273826
1679070274.096719,2.74999737739563,-11.052631578947368,-10.932160658075148,-21.848306757408373,24.7,-2.48,-2.028,20.05,2.242,-1.16,-36.44885483417161
1679070274.1468787,2.799997329711914,-11.052631578947368,-10.932160658075148,-12.463020341196955,24.7,-2.48,-2.028,20.05,2.242,-1.16,-36.44885483417161
1679070274.196585,2.8499972820281982,-11.052631578947368,-10.802424517010236,-13.273045061189617,24.6,-2.49,-2.137,19.52,2.189,-0.66,-108.03284802083493
1679070274.2467322,2.8999972343444824,-11.052631578947368,-11.07818653882534,-13.908064440443155,24.6,-2.56,-1.923,20.64,2.251,-1.16,-221.50268200646073
1679070274.2962499,2.9499971866607666,-11.052631578947368,-11.07818653882534,-22.27831988036745,24.6,-2.56,-1.923,20.64,2.251,-1.16,-221.50268200646073
1679070274.3461404,2.999997138977051,-11.052631578947368,-11.128801087133176,-14.68808824488054,24.7,-2.49,-2.117,18.92,2.063,-1.19,-111.35263000753132
1679070274.3979177,3.049997091293335,-9.578947368421053,-11.128801087133176,-14.053068865627019,24.7,-2.49,-2.117,18.92,2.063,-1.19,-111.35263000753132
1679070274.445104,3.099997043609619,-9.578947368421053,-11.128801087133176,-16.278136769310585,24.7,-2.49,-2.117,18.92,2.063,-1.19,-111.35263000753132
1679070274.4961522,3.1499969959259033,-9.578947368421053,-11.128801087133176,-16.14813280190436,24.7,-2.49,-2.117,18.92,2.063,-1.19,-111.35263000753132
1679070274.5451024,3.1999969482421875,-9.578947368421053,-11.128801087133176,-16.083130818201248,24.7,-2.49,-2.117,18.92,2.063,-1.19,-111.35263000753132
1679070274.5954032,3.2499969005584717,-9.578947368421053,-11.128801087133176,-17.01315920041507,24.7,-2.49,-2.117,18.92,2.063,-1.19,-111.35263000753132
1679070274.6454911,3.299996852874756,-9.578947368421053,-9.129235540765006,-15.058099536729037,24.6,-1.2,-0.604,17.98,0.807,-11.97,-30.58504099267366
1679070274.6952977,3.34999680519104,-9.578947368421053,-9.363691436949578,-17.128162710043657,24.5,-1.78,-1.346,19.11,1.836,-1.66,-187.28561696485184
1679070274.7453666,3.399996757507324,-9.578947368421053,-9.717993275104426,-16.178133717459637,24.7,-1.87,-1.388,19.41,1.806,-1.63,-194.3785882626844
1679070274.7953188,3.4499967098236084,-9.578947368421053,-9.697049324080494,-15.863124104129156,24.6,-1.85,-1.238,19.74,1.782,-3.47,-193.67243206474157
1679070274.8453548,3.4999966621398926,-9.578947368421053,-9.697049324080494,-16.13313234412672,24.6,-1.85,-1.238,19.74,1.782,-3.47,-193.67243206474157
1679070274.8953886,3.5499966144561768,-9.578947368421053,-9.816895266050771,-16.798152638935537,24.7,-1.91,-1.462,19.35,1.847,-1.22,-98.21681642354676
1679070274.9452965,3.599996566772461,-9.578947368421053,-9.705775970340467,-16.653148213751656,24.7,-1.87,-1.232,19.78,1.815,-3.42,-194.21942899435075
1679070274.995328,3.649996519088745,-9.578947368421053,-9.463756980730587,-12.443019730826759,24.6,-1.85,-1.286,19.46,1.773,-3.07,-189.34213135458342
1679070275.0452697,3.6999964714050293,-9.578947368421053,-9.463756980730587,-17.853184835963027,24.6,-1.85,-1.286,19.46,1.773,-3.07,-189.34213135458342
1679070275.0954425,3.7499964237213135,-9.578947368421053,-9.463756980730587,-16.833153707083355,24.6,-1.85,-1.286,19.46,1.773,-3.07,-189.34213135458342
1679070275.1486104,3.7999963760375977,-9.578947368421053,-9.463756980730587,-12.923034379711302,24.6,-1.85,-1.286,19.46,1.773,-3.07,-189.34213135458342
1679070275.1971529,3.849996328353882,-9.578947368421053,-9.628981483252716,-18.938217948545795,24.7,-1.87,-1.435,19.32,1.836,-1.82,-47.534215220049944
1679070275.2469635,3.899996280670166,-9.578947368421053,-9.628981483252716,-16.863154622638632,24.7,-1.87,-1.435,19.32,1.836,-1.82,-47.534215220049944
1679070275.296848,3.94999623298645,-9.578947368421053,-9.628981483252716,-15.738120289315487,24.7,-1.87,-1.435,19.32,1.836,-1.82,-47.534215220049944
1679070275.3463588,3.9999961853027344,-9.578947368421053,-9.628981483252716,-15.763121052278226,24.7,-1.87,-1.435,19.32,1.836,-1.82,-47.534215220049944
1679070275.3974345,4.0499961376190186,-8.105263157894736,-9.834930334988046,-16.283136921903143,24.6,-1.88,-1.321,19.19,1.734,-2.88,-49.469382433039605
1679070275.4466481,4.099996089935303,-8.105263157894736,-9.834930334988046,-16.088130970793806,24.6,-1.88,-1.321,19.19,1.734,-2.88,-49.469382433039605
1679070275.4966228,4.149996042251587,-8.105263157894736,-9.834930334988046,-16.32313814264352,24.6,-1.88,-1.321,19.19,1.734,-2.88,-49.469382433039605
1679070275.546344,4.199995994567871,-8.105263157894736,-8.17163155783745,-15.963127155980104,24.5,-0.15,-0.053,16.84,0.056,-16.04,-54.12248260949677
1679070275.5966299,4.249995946884155,-8.105263157894736,-8.17163155783745,-15.818122730796242,24.5,-0.15,-0.053,16.84,0.056,-16.04,-54.12248260949677
1679070275.64675,4.2999958992004395,-8.105263157894736,-8.097164176419026,-15.763121052278226,24.5,-0.2,-0.071,16.82,0.055,-15.14,-81.78443511279873
1679070275.6968374,4.349995851516724,-8.105263157894736,-8.141960960553547,-16.318137990050978,24.5,-0.19,-0.07,16.97,0.054,-15.07,-162.56573787865634
1679070275.7467601,4.399995803833008,-8.105263157894736,-8.18384886260141,-16.358139210791354,24.5,-0.13,-0.043,16.77,0.045,-15.75,-162.5639945811507
1679070275.796844,4.449995756149292,-8.105263157894736,-8.18384886260141,-15.873124409314254,24.5,-0.13,-0.043,16.77,0.045,-15.75,-162.5639945811507
1679070275.8459718,4.499995708465576,-8.105263157894736,-8.18384886260141,-16.05813005523853,24.5,-0.13,-0.043,16.77,0.045,-15.75,-162.5639945811507
1679070275.8964348,4.54999566078186,-8.105263157894736,-8.18384886260141,-16.153132954496918,24.5,-0.13,-0.043,16.77,0.045,-15.75,-162.5639945811507
1679070275.9461353,4.5999956130981445,-8.105263157894736,-8.18384886260141,-16.188134022644753,24.5,-0.13,-0.043,16.77,0.045,-15.75,-162.5639945811507
1679070275.9968057,4.649995565414429,-8.105263157894736,-8.108799704765655,-15.92312593523973,24.5,-0.14,-0.048,16.88,0.048,-15.48,-32.4955987538038
1679070276.0464437,4.699995517730713,-8.105263157894736,-8.044222522441865,-15.523113727835938,24.5,-0.09,-0.019,17.08,0.034,-15.67,-160.2960529385372
1679070276.0959225,4.749995470046997,-8.105263157894736,-8.086110424489728,-16.013128681905595,24.5,-0.08,-0.027,17.13,0.032,-15.6,-159.76825559581195
1679070276.1467333,4.799995422363281,-8.105263157894736,-8.14719694830953,-16.13313234412672,24.5,-0.09,-0.026,17.29,0.038,-15.36,-165.81662032143734
1679070276.1961432,4.849995374679565,-8.105263157894736,-8.144869842640205,-16.408140736716845,24.5,-0.06,-0.027,16.97,0.029,-15.92,-159.9362361092575
1679070276.2464898,4.89999532699585,-8.105263157894736,-8.144869842640205,-16.038129444868332,24.5,-0.06,-0.027,16.97,0.029,-15.92,-159.9362361092575
1679070276.2964888,4.949995279312134,-8.105263157894736,-8.087855753741723,-15.473112201910464,24.5,-0.11,-0.038,16.8,0.036,-15.65,-81.78475429162218
1679070276.3458924,4.999995231628418,-8.105263157894736,-8.087855753741723,-15.973127461165202,24.5,-0.11,-0.038,16.8,0.036,-15.65,-81.78475429162218
1679070276.3976476,5.049995183944702,-6.631578947368421,-8.127998326537593,-16.23813554857021,24.5,-0.07,-0.013,17.01,0.034,-15.79,-81.1670465579479
1679070276.4463007,5.099995136260986,-6.631578947368421,-8.117526351025626,-15.788121815240947,24.5,-0.12,-0.039,16.82,0.036,-15.49,-156.14193385222094
1679070276.4971097,5.1499950885772705,-6.631578947368421,-6.622942734901149,-16.103131428571427,24.5,0.07,0.159,19.94,0.794,-8.39,-138.29091907127872
1679070276.5467474,5.199995040893555,-6.631578947368421,-6.632832933995783,-15.878124561906812,24.4,0.05,0.066,17.49,0.136,-11.6,-129.87249817418456
1679070276.5968974,5.249994993209839,-6.631578947368421,-6.632832933995783,-16.033129292275774,24.4,0.05,0.066,17.49,0.136,-11.6,-129.87249817418456
1679070276.6467385,5.299994945526123,-6.631578947368421,-6.632832933995783,-16.253136006347866,24.4,0.05,0.066,17.49,0.136,-11.6,-129.87249817418456
1679070276.6968462,5.349994897842407,-6.631578947368421,-6.632832933995783,-16.773151875972783,24.4,0.05,0.066,17.49,0.136,-11.6,-129.87249817418456
1679070276.7469072,5.399994850158691,-6.631578947368421,-6.725917160768814,-15.90812547746209,24.5,0.05,0.056,17.48,0.12,-11.63,-33.63787837544599
1679070276.7968335,5.449994802474976,-6.631578947368421,-6.677629718130305,-15.34810838709678,24.5,0.05,0.084,17.55,0.158,-11.91,-136.12971900786317
1679070276.8464012,5.49999475479126,-6.631578947368421,-6.677629718130305,-15.888124867091893,24.5,0.05,0.084,17.55,0.158,-11.91,-136.12971900786317
1679070276.8968976,5.549994707107544,-6.631578947368421,-6.613634312223846,-16.4581422626423,24.5,0.05,0.115,17.82,0.211,-11.76,-65.52695845637982
1679070276.946534,5.599994659423828,-6.631578947368421,-6.607816548050532,-16.563145467085807,24.5,0.05,0.122,18.07,0.226,-11.45,-134.82840147478115
1679070276.9968715,5.649994611740112,-6.631578947368421,-6.689847022894265,-16.173133564867115,24.5,0.05,0.107,17.91,0.198,-11.49,-131.1529338539401
1679070277.0467544,5.6999945640563965,-6.631578947368421,-6.625851616987807,-15.013098163396101,24.5,0.06,0.086,17.62,0.151,-11.66,-135.31686244029694
1679070277.0966132,5.749994516372681,-6.631578947368421,-6.625851616987807,-16.293137227088224,24.5,0.06,0.086,17.62,0.151,-11.66,-135.31686244029694
1679070277.1468723,5.799994468688965,-6.631578947368421,-6.625851616987807,-16.39314027893919,24.5,0.06,0.086,17.62,0.151,-11.66,-135.31686244029694
1679070277.1958773,5.849994421005249,-6.631578947368421,-6.596181019703902,-16.678148976714393,24.5,0.05,0.071,17.53,0.139,-11.53,-43.72459617927711
1679070277.2465677,5.899994373321533,-6.631578947368421,-6.696246563484911,-15.873124409314254,24.5,0.05,0.073,17.36,0.145,-11.88,-136.5915628569602
1679070277.296587,5.949994325637817,-6.631578947368421,-6.696246563484911,-15.918125782647188,24.5,0.05,0.073,17.36,0.145,-11.88,-136.5915628569602
1679070277.3466558,5.999994277954102,-6.631578947368421,-6.696246563484911,-15.933126240424828,24.5,0.05,0.073,17.36,0.145,-11.88,-136.5915628569602
1679070277.3976336,6.049994230270386,-5.157894736842106,-6.578145950766628,-16.533144551530512,24.4,0.06,0.099,17.7,0.177,-11.63,-43.494032341227836
1679070277.4466233,6.09999418258667,-5.157894736842106,-6.578145950766628,-16.048129750053413,24.4,0.06,0.099,17.7,0.177,-11.63,-43.494032341227836
1679070277.4970515,6.149994134902954,-5.157894736842106,-5.276130328778858,-16.173133564867115,24.4,0.68,0.494,20.69,1.089,-3.3,-53.4227858508981
1679070277.5469024,6.199994087219238,-5.157894736842106,-5.195845183187119,-16.47314272041994,24.5,0.34,0.309,19.52,1.14,-1.6,-101.31639641104272
1679070277.5968692,6.2499940395355225,-5.157894736842106,-5.195845183187119,-15.518113575243397,24.5,0.34,0.309,19.52,1.14,-1.6,-101.31639641104272
1679070277.6466281,6.299993991851807,-5.157894736842106,-5.190027419013805,-16.283136921903143,24.4,0.4,0.335,19.55,1.177,-1.24,-52.05284722819715
1679070277.6966956,6.349993944168091,-5.157894736842106,-5.156866163225912,-15.753120747093128,24.4,0.38,0.32,19.52,1.139,-1.24,-105.48128246510983
1679070277.7467134,6.399993896484375,-5.157894736842106,-5.100433850744762,-16.088130970793806,24.4,0.48,0.366,20.12,1.281,-0.73,-99.83745310680692
1679070277.7970855,6.449993848800659,-5.157894736842106,-5.149303069800603,-16.38313997375409,24.4,0.38,0.333,19.48,1.198,-1.3,-102.83708837237084
1679070277.8467703,6.499993801116943,-5.157894736842106,-5.222025121967034,-15.408110218207351,24.5,0.4,0.333,19.68,1.133,-1.23,-104.28545309492026
1679070277.8957205,6.5499937534332275,-5.157894736842106,-5.1463941877139465,-16.353139058198796,24.4,0.54,0.39,20.37,1.347,-0.49,-103.40676487518374
1679070277.9462764,6.599993705749512,-5.157894736842106,-5.1463941877139465,-15.868124256721714,24.4,0.54,0.39,20.37,1.347,-0.49,-103.40676487518374
1679070277.996893,6.649993658065796,-5.157894736842106,-5.1463941877139465,-16.033129292275774,24.4,0.54,0.39,20.37,1.347,-0.49,-103.40676487518374
1679070278.0466328,6.69999361038208,-5.157894736842106,-5.151630175469929,-16.54814500930815,24.4,0.47,0.367,19.93,1.281,-0.8,-34.35198727429635
1679070278.0963166,6.749993562698364,-5.157894736842106,-5.151630175469929,-15.473112201910464,24.4,0.47,0.367,19.93,1.281,-0.8,-34.35198727429635
1679070278.1471653,6.799993515014648,-5.157894736842106,-5.227261109723017,-16.498143483382677,24.4,0.42,0.349,19.71,1.243,-1.12,-52.85052256162723
1679070278.1973023,6.849993467330933,-5.157894736842106,-5.227261109723017,-15.92312593523973,24.4,0.42,0.349,19.71,1.243,-1.12,-52.85052256162723
1679070278.2469342,6.899993419647217,-5.157894736842106,-5.160356821729901,-15.508113270058299,24.4,0.43,0.34,19.7,1.174,-0.93,-50.991495786010645
1679070278.2964413,6.949993371963501,-5.157894736842106,-5.160356821729901,-16.863154622638632,24.4,0.43,0.34,19.7,1.174,-0.93,-50.991495786010645
1679070278.3463235,6.999993324279785,-5.157894736842106,-5.187118536927147,-15.09810075746943,24.5,0.41,0.341,19.63,1.152,-1.15,-52.512000685250925
1679070278.397524,7.049993276596069,-3.6842105263157894,-5.174319455745856,-16.663148518936755,24.4,0.43,0.349,19.74,1.201,-0.99,-101.11430470572212
1679070278.4492087,7.0999932289123535,-3.6842105263157894,-5.141739976375295,-12.10800950712608,24.3,0.6,0.436,20.74,1.401,-0.36,-101.20710950344836
1679070278.4962964,7.149993181228638,-3.6842105263157894,-3.6169039865495822,-11.082978225653868,24.4,1.48,0.895,17.81,0.768,-1.19,-72.94020145011568
1679070278.5463808,7.199993133544922,-3.6842105263157894,-3.577343190171044,-9.377926191595218,24.4,0.32,0.34,13.87,0.505,-1.43,-72.14690919362397
1679070278.5953398,7.249993085861206,-3.6842105263157894,-3.588978718517673,-12.428019273049102,24.4,0.14,0.143,11.78,0.157,-3.07,-72.34643678627374
1679070278.6454594,7.29999303817749,-3.6842105263157894,-3.8170350741115984,-11.808000351573238,24.4,0.19,0.233,12.94,0.308,-3.27,-78.01175053228232
1679070278.6954672,7.349992990493774,-3.6842105263157894,-3.8170350741115984,-11.492990738242757,24.4,0.19,0.233,12.94,0.308,-3.27,-78.01175053228232
1679070278.7456288,7.399992942810059,-3.6842105263157894,-3.8170350741115984,-9.707936262703338,24.4,0.19,0.233,12.94,0.308,-3.27,-78.01175053228232
1679070278.7957478,7.449992895126343,-3.6842105263157894,-3.58781516568301,-11.86800218268381,24.4,0.14,0.136,11.82,0.161,-3.09,-23.932180384776725
1679070278.845182,7.499992847442627,-3.6842105263157894,-3.772820066394409,-11.637995163426638,24.4,0.15,0.193,12.47,0.227,-3.6,-74.02617941851798
1679070278.8957076,7.549992799758911,-3.6842105263157894,-3.772820066394409,-11.913003556016744,24.4,0.15,0.193,12.47,0.227,-3.6,-74.02617941851798
1679070278.9456847,7.599992752075195,-3.6842105263157894,-3.651810571589469,-9.912942518997774,24.5,0.25,0.293,13.64,0.422,-2.15,-36.85964347375969
1679070278.9957418,7.6499927043914795,-3.6842105263157894,-3.5965418119429815,-11.9630050819422,24.5,0.14,0.144,11.88,0.162,-3.12,-71.97895602051626
1679070279.0456629,7.699992656707764,-3.6842105263157894,-3.7763107248983974,-11.257983566393026,24.4,0.14,0.172,12.22,0.185,-3.78,-75.5778213629886
1679070279.0956244,7.749992609024048,-3.6842105263157894,-3.7763107248983974,-11.622994705648999,24.4,0.14,0.172,12.22,0.185,-3.78,-75.5778213629886
1679070279.1455278,7.799992561340332,-3.6842105263157894,-3.7763107248983974,-10.032946181218918,24.4,0.14,0.172,12.22,0.185,-3.78,-75.5778213629886
1679070279.195348,7.849992513656616,-3.6842105263157894,-3.610504445958936,-11.928004013794382,24.5,0.15,0.159,12.11,0.174,-3.19,-24.0779363971758
1679070279.2453012,7.8999924659729,-3.6842105263157894,-3.610504445958936,-11.097978683431506,24.5,0.15,0.159,12.11,0.174,-3.19,-24.0779363971758
1679070279.297225,7.949992418289185,-3.6842105263157894,-3.6343572790695253,-11.502991043427855,24.4,0.26,0.295,13.86,0.465,-1.89,-36.157059334408046
1679070279.3480275,7.999992370605469,-3.6842105263157894,-3.6343572790695253,-10.522961135288558,24.4,0.26,0.295,13.86,0.465,-1.89,-36.157059334408046
1679070279.3984427,8.049992322921753,-2.2105263157894743,-3.6343572790695253,-12.118009812311179,24.4,0.26,0.295,13.86,0.465,-1.89,-36.157059334408046
1679070279.447123,8.099992275238037,-2.2105263157894743,-3.6343572790695253,-12.323016068605632,24.4,0.26,0.295,13.86,0.465,-1.89,-36.157059334408046
1679070279.4971216,8.149992227554321,-2.2105263157894743,-3.6343572790695253,-11.317985397503598,24.4,0.26,0.295,13.86,0.465,-1.89,-36.157059334408046
1679070279.5469708,8.199992179870605,-2.2105263157894743,-3.6343572790695253,-11.657995773796817,24.4,0.26,0.295,13.86,0.465,-1.89,-36.157059334408046
1679070279.5966423,8.24999213218689,-2.2105263157894743,-3.6343572790695253,-10.522961135288558,24.4,0.26,0.295,13.86,0.465,-1.89,-36.157059334408046
1679070279.647524,8.299992084503174,-2.2105263157894743,-3.6343572790695253,-11.032976699728394,24.4,0.26,0.295,13.86,0.465,-1.89,-36.157059334408046
1679070279.6978548,8.349992036819458,-2.2105263157894743,-3.6343572790695253,-12.483020951567152,24.4,0.26,0.295,13.86,0.465,-1.89,-36.157059334408046
1679070279.7462387,8.399991989135742,-2.2105263157894743,-3.6343572790695253,-12.378017747123646,24.4,0.26,0.295,13.86,0.465,-1.89,-36.157059334408046
1679070279.7973902,8.449991941452026,-2.2105263157894743,-3.6343572790695253,-11.39798783898435,24.4,0.26,0.295,13.86,0.465,-1.89,-36.157059334408046
1679070279.8470156,8.49999189376831,-2.2105263157894743,-2.1671171545596257,-10.897972579729629,24.4,0.89,0.949,14.09,0.49,0.0,-3.9277076386424654
1679070279.8962471,8.549991846084595,-2.2105263157894743,-2.1671171545596257,-11.192981582689914,24.4,0.89,0.949,14.09,0.49,0.0,-3.9277076386424654
1679070279.946343,8.599991798400879,-2.2105263157894743,-2.2031872924341753,-10.292954116031385,24.3,0.8,0.884,13.71,0.428,0.04,-22.24970691172634
1679070279.9967768,8.649991750717163,-2.2105263157894743,-2.192133540504878,-11.502991043427855,24.5,0.69,0.807,12.9,0.438,-0.03,-43.794681833212366
1679070280.0469415,8.699991703033447,-2.2105263157894743,-2.288126649364566,-13.053038347117523,24.4,0.73,0.835,13.22,0.448,-0.01,-45.81828873262865
1679070280.0967364,8.749991655349731,-2.2105263157894743,-2.2154045971981358,-11.968005234534758,24.4,1.08,1.072,15.34,0.559,0.03,-44.353605554398705
