timestamp (epoch),loop time (s),des velocity,velocity (Rad/S),Futek Torque (Nm),v_bus,i_bus,v_q,i_q
1678919005.9089434,0.04999995231628418,1.0,0.5020362174606601,0.5081102475051065,12.65,0.5,0.503,0.5
1678919005.9591928,0.09999990463256836,1.0,0.3362422154199906,1.260841638640495,16.533333333333335,0.3333333333333333,0.3363333333333333,0.3333333333333333
1678919006.0097551,0.14999985694885254,1.0,0.5328887829274143,1.3334480642109412,18.475,0.2775,0.34249999999999997,0.1225
1678919006.0599203,0.19999980926513672,1.0,0.6334234309119251,1.347011003997921,19.64,0.22200000000000003,0.2956,-0.098
1678919006.1092203,0.2499997615814209,1.0,0.7004465295682657,1.338552429781993,20.416666666666668,0.18500000000000003,0.26433333333333336,-0.245
1678919006.1592171,0.2999997138977051,1.0,0.7422530745420526,1.2967952153952775,20.97142857142857,0.15857142857142859,0.2258571428571429,-0.3514285714285714
1678919006.2100425,0.34999966621398926,1.0,0.7705536570814027,1.2598521329386263,21.387500000000003,0.13875,0.19962500000000002,-0.42
1678919006.2595296,0.39999961853027344,1.0,0.7925652212786749,1.2316741968715113,21.711111111111116,0.12333333333333335,0.17922222222222225,-0.47333333333333333
1678919006.3091466,0.4499995708465576,1.0,0.8131997100066162,1.2151320311288765,21.970000000000006,0.11100000000000002,0.16610000000000003,-0.5029999999999999
1678919006.3592396,0.4999995231628418,1.0,0.8300824735112954,1.2211435829284965,22.181818181818187,0.10090909090909092,0.1553636363636364,-0.5272727272727272
1678919006.4100666,0.549999475479126,1.0,0.8441514430985281,1.229486644489879,22.358333333333338,0.09250000000000001,0.1464166666666667,-0.5474999999999999
1678919006.458886,0.5999994277954102,1.0,0.8558769476977768,1.2546236328764118,22.507692307692313,0.08538461538461539,0.1354615384615385,-0.5823076923076922
1678919006.509127,0.6499993801116943,1.0,0.8675895985466513,1.2736695466257384,22.635714285714293,0.07928571428571429,0.12671428571428572,-0.6057142857142856
1678919006.55742,0.6999993324279785,1.0,0.8775854222377208,1.289175974689979,22.746666666666673,0.07400000000000001,0.11880000000000002,-0.6286666666666665
1678919006.6074183,0.7499992847442627,1.0,0.8863317679674068,1.3108693472090784,22.843750000000007,0.069375,0.11187500000000002,-0.6487499999999998
1678919006.6573591,0.7999992370605469,1.0,0.8939806875621494,1.3208926329395214,22.935294117647064,0.06529411764705884,0.10405882352941179,-0.6835294117647057
1678919006.70743,0.849999189376831,1.0,0.9007797272019206,1.3334134415723105,23.01666666666667,0.061666666666666675,0.09711111111111113,-0.7144444444444443
1678919006.7574577,0.8999991416931152,1.0,0.9051483690180021,1.329615812571374,23.084210526315793,0.05842105263157895,0.09089473684210529,-0.7442105263157893
1678919006.807808,0.9499990940093994,1.0,0.9090801466524756,1.3259479388409041,23.145000000000003,0.05550000000000001,0.08530000000000003,-0.7709999999999998
1678919006.8578174,0.9999990463256836,1.0,0.9128590983855063,1.310962363702154,23.200000000000006,0.05285714285714286,0.08019047619047621,-0.7885714285714284
1678919006.9079578,1.0499989986419678,1.0,0.9161358427562619,1.2957481559329338,23.250000000000004,0.05045454545454546,0.07622727272727275,-0.798181818181818
1678919006.957569,1.099998950958252,1.0,0.919102358207068,1.2907702382434048,23.291304347826095,0.0482608695652174,0.07400000000000002,-0.8013043478260868
1678919007.00826,1.1499989032745361,1.0,0.9226216066108043,1.2878738645588514,23.33333333333334,0.046250000000000006,0.07300000000000002,-0.7999999999999998
1678919007.0580378,1.1999988555908203,1.0,0.9258593151422417,1.2958095242652632,23.372000000000003,0.0444,0.07208000000000003,-0.7987999999999998
1678919007.1080809,1.2499988079071045,1.0,0.9288479691712609,1.29967310450711,23.407692307692308,0.042692307692307696,0.07123076923076926,-0.7976923076923075
1678919007.158286,1.2999987602233887,1.0,0.9316583359697845,1.3082506462124794,23.44074074074074,0.04111111111111111,0.06859259259259262,-0.8062962962962962
1678919007.2076793,1.3499987125396729,1.0,0.9340186295324145,1.3076438162088126,23.474999999999998,0.039642857142857146,0.06678571428571431,-0.8103571428571428
1678919007.2585845,1.399998664855957,1.0,0.9362161442286563,1.306733998440395,23.506896551724136,0.03827586206896552,0.06510344827586209,-0.8141379310344827
