timestamp (epoch),loop time (s),des velocity,velocityM (Rad/S),Futek Torque (Nm),v_busM,i_busM,v_qM,i_qM,v_dM,i_dM,accelM,velocityL (Rad/S),v_busL,i_busL,v_qL,i_qL,v_dL,i_dL,accelL
1679857119.4186947,1679857119,-14.0,0.0,-0.04821147129733916,25.1,0.0,-0.011,0.0,0.005,0.0,0.0,0.002908882086657216,24.9,0.0,-0.003,0.0,0.005,0.0,0.1959296586146795
1679857119.4258654,1679857119,-14.0,0.0,0.02679081759087154,25.0,0.0,-0.016,0.0,0.0,0.0,0.0,0.002908882086657216,24.9,0.0,-0.003,0.0,0.005,0.0,0.1959296586146795
1679857119.4323418,1679857119,-14.0,-1.504473815219112,0.03679112277595209,24.6,5.22,-4.217,-21.51,-1.927,7.22,-214.072685180608,0.002908882086657216,24.9,0.0,-0.003,0.0,0.005,0.0,0.1959296586146795
1679857119.4405043,1679857119,-14.0,-1.504473815219112,13.097189694509712,24.6,5.22,-4.217,-21.51,-1.927,7.22,-214.072685180608,-4.6268678470369675,24.6,2.8,-4.864,-10.39,-1.284,1.94,-8.447583653515279
1679857119.4490137,1679857119,-14.0,-6.427465858677784,8.407046562700273,25.4,-0.22,-4.025,2.5,-0.632,-7.02,-439.1819653479028,-6.439683163441744,24.6,4.75,-5.244,-14.55,-1.807,0.03,-679.2915057380504
1679857119.4576669,1679857119,-14.0,-7.9668462589367826,0.24179737907040533,24.8,0.81,-7.861,-0.93,0.628,0.0,-1101.981173737545,-7.547967238458144,24.6,4.04,-5.453,-12.76,-2.05,1.06,-1137.6889057438439
1679857119.4655592,1679857119,-14.0,-7.9668462589367826,5.3519533286538135,24.8,0.81,-7.861,-0.93,0.628,0.0,-1101.981173737545,-11.266682098040729,24.3,4.73,-7.261,-11.61,-3.399,1.84,-1256.7053104949237
1679857119.472623,1679857119,-14.0,-7.9668462589367826,15.92727606189154,24.8,0.81,-7.861,-0.93,0.628,0.0,-1101.981173737545,-13.17781762897452,24.3,6.75,-7.701,-14.53,-4.34,0.97,-1670.3972073038879
1679857119.4797323,1679857119,-14.0,-7.9668462589367826,2.361862078310484,24.8,0.81,-7.861,-0.93,0.628,0.0,-1101.981173737545,-13.17781762897452,24.3,6.75,-7.701,-14.53,-4.34,0.97,-1670.3972073038879
1679857119.4863956,1679857119,-14.0,-11.942706294979866,7.24201100863672,25.1,0.18,-10.302,0.0,1.459,1.5,-373.2143767051561,-13.17781762897452,24.3,6.75,-7.701,-14.53,-4.34,0.97,-1670.3972073038879
1679857119.4943964,1679857119,-14.0,-11.942706294979866,12.107159481185334,25.1,0.18,-10.302,0.0,1.459,1.5,-373.2143767051561,-12.915436464758038,24.3,6.83,-7.692,-14.44,-3.791,0.48,-2642.8875848114603
1679857119.5016024,1679857119,-14.0,-12.012519465059638,4.181917621997737,25.3,-4.83,-8.925,9.45,1.924,-0.38,-806.6369703560165,-11.768173369780433,24.4,6.74,-6.776,-15.19,-3.034,-1.18,-1564.9249116249816
1679857119.5088034,1679857119,-14.0,-12.07767842380076,8.58705205603199,25.3,-1.18,-9.918,2.2,1.417,1.29,-1741.0453300680927,-11.768173369780433,24.4,6.74,-6.776,-15.19,-3.034,-1.18,-1564.9249116249816
1679857119.5162542,1679857119,-14.0,-12.268501088685474,10.452108973052141,25.7,-3.6,-8.951,6.59,1.518,-0.99,-1694.6984320339163,-11.768173369780433,24.4,6.74,-6.776,-15.19,-3.034,-1.18,-1564.9249116249816
1679857119.5240462,1679857119,-14.0,-12.096877045572697,5.246950124210343,25.4,-3.91,-9.228,7.35,1.761,0.07,-1620.918145158576,-11.953760046909162,24.4,6.75,-6.815,-14.94,-3.019,-1.92,-544.7322777869786
1679857119.5318413,1679857119,-14.0,-12.125384090021939,8.422047020477912,25.4,-2.06,-9.656,3.69,1.442,0.72,-1578.446523597622,-12.081169082304749,24.4,5.52,-7.377,-12.52,-2.549,0.6,-1511.4268271367637
1679857119.5403705,1679857119,-14.0,-12.258029113173507,9.312074181951342,25.6,-3.58,-9.065,6.5,1.554,-0.72,-1550.33924981154,-12.551826203925886,24.3,6.82,-7.476,-14.48,-2.949,-0.33,-1533.666643004957
1679857119.5481894,1679857119,-14.0,-12.110257903171322,6.151977743461394,25.3,-3.43,-9.392,6.34,1.684,0.27,-1432.6358246877192,-12.551826203925886,24.3,6.82,-7.476,-14.48,-2.949,-0.33,-1533.666643004957
1679857119.556582,1679857119,-14.0,-12.110257903171322,9.502079980468157,25.3,-3.43,-9.392,6.34,1.684,0.27,-1432.6358246877192,-12.551826203925886,24.3,6.82,-7.476,-14.48,-2.949,-0.33,-1533.666643004957
1679857119.5646963,1679857119,-14.0,-12.110257903171322,7.127007499008134,25.3,-3.43,-9.392,6.34,1.684,0.27,-1432.6358246877192,-12.188215943093734,24.3,6.68,-7.261,-14.79,-3.02,0.25,-498.01347182641814
1679857119.5718894,1679857119,-14.0,-12.191124825180392,7.372014976042962,25.3,-2.83,-9.535,5.08,1.566,0.44,-508.0760685878858,-12.064297566202137,24.4,6.02,-7.21,-13.35,-2.462,-0.67,-1478.187997753911
1679857119.5793145,1679857119,-14.0,-12.191124825180392,9.102067773064348,25.3,-2.83,-9.535,5.08,1.566,0.44,-508.0760685878858,-12.064297566202137,24.4,6.02,-7.21,-13.35,-2.462,-0.67,-1478.187997753911
1679857119.5882452,1679857119,-14.0,-12.255702007504182,7.282012229377114,25.5,-3.73,-9.24,6.79,1.66,-0.28,-818.5633292920605,-12.235921609314913,24.3,6.63,-7.156,-14.29,-2.785,-1.48,-808.6149705305978
1679857119.5965276,1679857119,-14.0,-12.217304763960307,8.497049309366123,25.4,-2.81,-9.569,5.03,1.566,0.42,-1518.7637889951918,-12.235921609314913,24.3,6.63,-7.156,-14.29,-2.785,-1.48,-808.6149705305978
1679857119.6062827,1679857119,-14.0,-12.217304763960307,7.747026420484033,25.4,-2.81,-9.569,5.03,1.566,0.42,-1518.7637889951918,-12.309225437898675,24.3,6.45,-7.482,-13.97,-2.661,0.24,-730.7248491391875
1679857119.6138654,1679857119,-14.0,-12.267919312268141,7.647023368633069,25.4,-3.21,-9.467,5.78,1.617,0.15,-649.0008456072286,-12.309225437898675,24.3,6.45,-7.482,-13.97,-2.661,0.24,-730.7248491391875
1679857119.621621,1679857119,-14.0,-12.267919312268141,8.3570450367748,25.4,-3.21,-9.467,5.78,1.617,0.15,-649.0008456072286,-12.309225437898675,24.3,6.21,-7.45,-13.75,-2.84,0.75,-700.5146943878667
1679857119.629843,1679857119,-14.0,-12.309225437898675,7.922031761223174,25.5,-3.41,-9.388,6.13,1.623,-0.09,-802.2972990486576,-12.309225437898675,24.3,6.21,-7.45,-13.75,-2.84,0.75,-700.5146943878667
1679857119.6383727,1679857119,-14.0,-12.309225437898675,7.8620299301126195,25.5,-3.41,-9.388,6.13,1.623,-0.09,-802.2972990486576,-12.164363109983144,24.3,6.15,-7.346,-13.93,-2.92,1.13,-743.2160242633504
1679857119.645579,1679857119,-14.0,-12.309225437898675,8.307043510849326,25.5,-3.41,-9.388,6.13,1.623,-0.09,-802.2972990486576,-12.164363109983144,24.3,6.15,-7.346,-13.93,-2.92,1.13,-743.2160242633504
1679857119.6539724,1679857119,-14.0,-12.309225437898675,7.497018790856647,25.5,-3.41,-9.388,6.13,1.623,-0.09,-802.2972990486576,-12.164363109983144,24.3,6.15,-7.346,-13.93,-2.92,1.13,-743.2160242633504
1679857119.6609828,1679857119,-14.0,-12.358676433371848,8.02203481307414,25.5,-3.11,-9.493,5.52,1.577,0.03,-377.6485939035208,-12.164363109983144,24.3,6.15,-7.346,-13.93,-2.92,1.13,-743.2160242633504
1679857119.6676004,1679857119,-14.0,-12.349368010694544,8.007034355296483,25.4,-3.3,-9.475,5.89,1.614,-0.01,-1811.084043521964,-12.164363109983144,24.3,6.15,-7.346,-13.93,-2.92,1.13,-743.2160242633504
1679857119.6747553,1679857119,-14.0,-12.374384396639796,8.217040764183476,25.5,-3.39,-9.45,6.03,1.629,-0.08,-1962.4883719273973,-12.470377505499485,24.3,6.48,-7.304,-13.88,-2.824,-1.06,-2428.4777719763447
1679857119.681377,1679857119,-14.0,-12.352276892781202,7.692024741965983,25.4,-3.24,-9.529,5.77,1.621,0.1,-1596.7824810608322,-12.311552543568,24.3,6.33,-7.378,-14.04,-2.884,0.6,-1701.149533180611
