loop time,Output Velocity D1,Futek Torque,V_BUS D1,I_Bus D1,V_q D1,I_q D1,V_d D1,I_d D1,Output Velocity D2,V_BUS D2,I_Bus D2,V_q D2,I_q D2,V_d D2,I_d D2,max_velocity,max_current
0.005000114440917969,0.9849474745421333,-1.319960281991026,23.8,0.16,0.983,2.44,-0.079,0.0,-0.9686577348568529,24.3,0.0,-0.139,1.04,0.089,0.01,1,1
0.010000228881835938,0.9779661575341559,-1.4699648597674297,23.8,0.17,1.017,2.6,-0.092,-0.08,-0.9616764178488756,24.3,0.0,-0.109,0.97,0.114,0.04,1,1
0.015000343322753906,0.9779661575341559,-1.3499611975463033,23.8,0.17,1.017,2.6,-0.092,-0.08,-0.9471320074155894,24.3,0.0,-0.105,1.01,0.075,0.02,1,1
0.020000457763671875,0.9779661575341559,-1.1599553990295064,23.8,0.17,1.017,2.6,-0.092,-0.08,-0.9471320074155894,24.3,0.0,-0.105,1.01,0.075,0.02,1,1
0.025000572204589844,1.004146096314071,-1.064952499771099,23.8,0.15,0.973,2.36,-0.068,0.05,-0.9471320074155894,24.3,0.0,-0.105,1.01,0.075,0.02,1,1
0.030000686645507812,1.0099638604873853,-1.2099569249549802,23.8,0.15,0.975,2.41,-0.069,0.01,-0.9471320074155894,24.3,0.0,-0.105,1.01,0.075,0.02,1,1
0.03500080108642578,1.0053096491487339,-1.1949564671773238,23.8,0.14,0.969,2.26,-0.082,0.04,-0.9471320074155894,24.3,0.0,-0.105,1.01,0.075,0.02,1,1
0.04000091552734375,0.9849474745421333,-1.4599645545823492,23.8,0.17,1.019,2.54,-0.079,-0.05,-0.9535315480062353,24.3,0.0,-0.111,0.96,0.074,0.02,1,1
0.04500102996826172,0.9663306291875271,-1.5149662331003633,23.8,0.18,1.023,2.64,-0.076,-0.09,-0.9389871375729493,24.3,0.0,-0.101,0.96,0.042,0.09,1,1
0.05000114440917969,0.9663306291875271,-1.5549674538407565,23.8,0.18,1.023,2.64,-0.076,-0.09,-0.9389871375729493,24.3,0.0,-0.101,0.96,0.042,0.09,1,1
0.055001258850097656,0.9663306291875271,-1.2299575353251768,23.8,0.18,1.023,2.64,-0.076,-0.09,-0.9389871375729493,24.3,0.0,-0.101,0.96,0.042,0.09,1,1
0.060001373291015625,0.9663306291875271,-1.1149540256965729,23.8,0.18,1.023,2.64,-0.076,-0.09,-1.0076367548180596,24.3,0.0,-0.183,1.13,-0.006,0.01,1,1
0.0650014877319336,0.9663306291875271,-1.264958603473012,23.8,0.18,1.023,2.64,-0.076,-0.09,-1.0413797870232833,24.3,0.0,-0.191,0.98,0.014,-0.06,1,1
0.07000160217285156,0.9663306291875271,-1.4549644019897912,23.8,0.18,1.023,2.64,-0.076,-0.09,-1.0076367548180596,24.3,0.0,-0.145,0.85,0.026,-0.01,1,1
0.07500171661376953,0.9663306291875271,-1.7099721842097182,23.8,0.18,1.023,2.64,-0.076,-0.09,-1.0076367548180596,24.3,0.0,-0.145,0.85,0.026,-0.01,1,1
0.0800018310546875,0.9663306291875271,-1.6549705056917041,23.8,0.18,1.023,2.64,-0.076,-0.09,-1.0076367548180596,24.3,0.0,-0.145,0.85,0.026,-0.01,1,1
0.08500194549560547,0.9907652387154477,-1.6999718790246199,23.8,0.23,1.068,3.18,-0.081,0.04,-0.9314240441476405,24.3,0.0,-0.103,1.08,0.011,0.02,1,1
