timestamp (epoch),loop time (s),des velocity,velocity (Rad/S),Futek Torque (Nm),v_bus,i_bus,v_q,i_q
1678922595.3802795,0.04999995231628418,-14.0,-0.004654211338651545,0.0025400775170325574,24.7,0.0,-0.004,0.0
1678922595.4310071,0.09999990463256836,-14.0,0.0034906585039886587,3.4476452137821667,24.7,0.0,0.0,0.0
1678922595.4810236,0.14999985694885254,-14.0,-4.978842579522491,2.4726154582354276,24.5,1.4,-2.624,-7.71
1678922595.5307531,0.19999980926513672,-14.0,-4.978842579522491,-2.992551325418855,24.5,1.4,-2.624,-7.71
1678922595.5801818,0.2499997615814209,-14.0,-14.199998794225865,-0.4824747239600846,24.7,1.36,-6.487,-3.2
1678922595.6310422,0.2999997138977051,-14.0,-13.93994473567871,-0.5024753343302457,24.6,-0.26,-6.036,0.79
1678922595.6809442,0.34999966621398926,-14.0,-14.02022988127045,-0.5174757921079021,24.7,-0.18,-6.095,0.49
1678922595.730663,0.39999961853027344,-14.0,-14.02022988127045,-0.6574800646992429,24.7,-0.18,-6.095,0.49
1678922595.7807856,0.4499995708465576,-14.0,-14.025465869026432,-1.0524921195104575,24.7,-0.18,-6.119,0.47
1678922595.8311179,0.4999995231628418,-14.0,-13.921909666741435,-0.792484184698008,24.6,-0.17,-6.126,0.45
1678922595.8802433,0.549999475479126,-14.0,-13.921909666741435,-0.5474767076631792,24.6,-0.17,-6.126,0.45
1678922595.930879,0.5999994277954102,-14.0,-13.921909666741435,-0.9174879995116925,24.6,-0.17,-6.126,0.45
1678922595.9808419,0.6499993801116943,-14.0,-13.921909666741435,-0.682480827661962,24.6,-0.17,-6.126,0.45
1678922596.0313637,0.6999993324279785,-14.0,-13.921909666741435,-0.7424826587725342,24.6,-0.17,-6.126,0.45
1678922596.0807707,0.7499992847442627,-14.0,-13.921909666741435,-0.21246648396250123,24.6,-0.17,-6.126,0.45
1678922596.1305776,0.7999992370605469,-14.0,-13.923654995993429,-0.23246709433269785,24.7,-0.19,-6.11,0.5
1678922596.180699,0.849999189376831,-14.0,-13.923654995993429,-0.5624771654408178,24.7,-0.19,-6.11,0.5
1678922596.2307746,0.8999991416931152,-14.0,-13.923654995993429,-0.9274883046967908,24.7,-0.19,-6.11,0.5
1678922596.2809331,0.9499990940093994,-14.0,-14.066190218239633,-0.847485863216022,24.7,-0.16,-6.133,0.42
1678922596.3305912,0.9999990463256836,-14.0,-14.04873692571969,-1.1774959343241598,24.7,-0.2,-6.107,0.52
1678922596.3805425,1.0499989986419678,-14.0,-14.04873692571969,-0.8024844898831063,24.7,-0.2,-6.107,0.52
1678922596.4315445,1.099998950958252,-14.0,-14.04873692571969,-1.0624924246955736,24.7,-0.2,-6.107,0.52
1678922596.4813187,1.1499989032745361,-14.0,-13.934126971505394,-1.0724927298806541,24.7,-0.19,-6.099,0.51
1678922596.531342,1.1999988555908203,-14.0,-14.060372454066318,-0.3974721298867579,24.6,-0.14,-6.139,0.38
1678922596.5794048,1.2499988079071045,-14.0,-14.060372454066318,-0.5524768602557373,24.6,-0.14,-6.139,0.38
1678922596.629721,1.2999987602233887,-14.0,-14.006267247254494,-0.6524799121066849,24.7,-0.17,-6.134,0.45
1678922596.6800606,1.3499987125396729,-14.0,-14.006267247254494,-0.9374886098818712,24.7,-0.17,-6.134,0.45
1678922596.7294762,1.399998664855957,-14.0,-14.006267247254494,-0.7524829639576325,24.7,-0.17,-6.134,0.45
1678922596.7794325,1.4499986171722412,-14.0,-14.011503235010476,-0.2624680098879928,24.7,-0.13,-6.146,0.37
1678922596.8293989,1.4999985694885254,-14.0,-13.998704153829186,-0.8424857106234817,24.7,-0.16,-6.129,0.44
1678922596.8798423,1.5499985218048096,-12.0,-14.00859435292382,-0.5674773180333759,24.7,-0.15,-6.145,0.42
1678922596.9293902,1.5999984741210938,-12.0,-13.91958256107211,1.3875823456526604,24.6,-0.17,-6.116,0.47
1678922596.979352,1.649998426437378,-12.0,-13.91958256107211,-0.44747365581223164,24.6,-0.17,-6.116,0.47
1678922597.0294838,1.699998378753662,-12.0,-13.91958256107211,-0.8824869313638573,24.6,-0.17,-6.116,0.47
1678922597.0792017,1.7499983310699463,-12.0,-13.91958256107211,-1.4825052424695428,24.6,-0.17,-6.116,0.47
1678922597.1293812,1.7999982833862305,-12.0,-12.109094350336658,-0.627479149143948,24.6,-0.14,-5.208,0.45
1678922597.1792662,1.8499982357025146,-12.0,-12.050916708603514,-0.9524890676595099,24.7,-0.15,-5.198,0.49
1678922597.2292426,1.8999981880187988,-12.0,-11.90023661651467,-1.1274944083986682,24.7,-0.15,-5.219,0.48
1678922597.2807112,1.949998140335083,-12.0,-11.995647948957027,-0.07746236396371842,24.7,-0.15,-5.201,0.47
1678922597.331187,1.9999980926513672,-12.0,-12.054407367107503,-1.0524921195104575,24.7,-0.15,-5.202,0.47
1678922597.3807201,2.0499980449676514,-12.0,-11.94503340064919,-1.3675017328409567,24.7,-0.12,-5.256,0.39
1678922597.430496,2.0999979972839355,-12.0,-11.94503340064919,-0.6024783861811933,24.7,-0.12,-5.256,0.39
1678922597.4807196,2.1499979496002197,-12.0,-12.056152696359497,-0.4224728928495125,24.8,-0.14,-5.226,0.43
1678922597.530816,2.199997901916504,-12.0,-12.056152696359497,-0.7874840321054677,24.8,-0.14,-5.226,0.43
1678922597.5806577,2.249997854232788,-12.0,-11.951432941239837,-1.1374947135837843,24.7,-0.14,-5.233,0.44
1678922597.6307,2.2999978065490723,-12.0,-11.994484396122363,-1.352501275063318,24.7,-0.17,-5.2,0.53
1678922597.6805978,2.3499977588653564,-12.0,-11.994484396122363,-0.7524829639576325,24.7,-0.17,-5.2,0.53
1678922597.7317355,2.3999977111816406,-12.0,-11.994484396122363,-1.0074907461775418,24.7,-0.17,-5.2,0.53
1678922597.7812107,2.449997663497925,-12.0,-11.994484396122363,-0.7374825061799761,24.7,-0.17,-5.2,0.53
1678922597.832009,2.499997615814209,-12.0,-11.994484396122363,-0.04746144840844124,24.7,-0.17,-5.2,0.53
1678922597.8794134,2.549997568130493,-12.0,-11.994484396122363,-0.9424887624744295,24.7,-0.17,-5.2,0.53
1678922597.9295888,2.5999975204467773,-12.0,-11.939797412893208,-1.34750112247076,24.7,-0.13,-5.242,0.41
1678922597.979803,2.6499974727630615,-12.0,-11.931652543050568,-0.4924750291451651,24.7,-0.11,-5.264,0.36
1678922598.0301404,2.6999974250793457,-12.0,-11.931652543050568,-0.03746114322334293,24.7,-0.11,-5.264,0.36
1678922598.078967,2.74999737739563,-12.0,-11.931652543050568,-0.41247258766439643,24.7,-0.11,-5.264,0.36
1678922598.1292458,2.799997329711914,-12.0,-11.910708592026635,-1.0074907461775418,24.7,-0.15,-5.216,0.47
1678922598.179242,2.8499972820281982,-12.0,-11.910708592026635,-1.5025058528397217,24.7,-0.15,-5.216,0.47
1678922598.229227,2.8999972343444824,-12.0,-11.910708592026635,-0.7424826587725342,24.7,-0.15,-5.216,0.47
1678922598.2792878,2.9499971866607666,-12.0,-12.042771838760874,-0.8974873891414958,24.7,-0.13,-5.221,0.43
1678922598.329139,2.999997138977051,-12.0,-11.856603385214811,-1.01749105136264,24.7,-0.16,-5.21,0.5
1678922598.3794138,3.049997091293335,-10.0,-11.856603385214811,-0.3974721298867579,24.7,-0.16,-5.21,0.5
1678922598.4291928,3.099997043609619,-10.0,-12.06953355395812,1.0975734952849159,24.7,-0.14,-5.21,0.45
1678922598.4791894,3.1499969959259033,-10.0,-12.06953355395812,-0.8574861684011204,24.7,-0.14,-5.21,0.45
1678922598.5293005,3.1999969482421875,-10.0,-12.06953355395812,-1.3024997491378443,24.7,-0.14,-5.21,0.45
1678922598.5810795,3.2499969005584717,-10.0,-12.06953355395812,-1.3875023432111355,24.7,-0.14,-5.21,0.45
1678922598.6306071,3.299996852874756,-10.0,-10.01411747152613,-0.44747365581223164,24.6,-0.12,-4.311,0.46
1678922598.680169,3.34999680519104,-10.0,-10.01411747152613,-1.3275005121005634,24.6,-0.12,-4.311,0.46
1678922598.730347,3.399996757507324,-10.0,-10.01411747152613,-0.6574800646992429,24.6,-0.12,-4.311,0.46
1678922598.7804642,3.4499967098236084,-10.0,-10.01411747152613,-0.817484947660745,24.6,-0.12,-4.311,0.46
1678922598.8306077,3.4999966621398926,-10.0,-10.01411747152613,-0.16746511062958547,24.6,-0.12,-4.311,0.46
1678922598.8807573,3.5499966144561768,-10.0,-10.015862800778125,-1.4175032587664305,24.7,-0.14,-4.276,0.53
1678922598.9305775,3.599996566772461,-10.0,-9.951867394871666,-0.8324854054383833,24.7,-0.12,-4.306,0.47
1678922598.9806468,3.649996519088745,-10.0,-9.951867394871666,-0.6874809802545023,24.7,-0.12,-4.306,0.47
1678922599.0304372,3.6999964714050293,-10.0,-10.01411747152613,-0.5774776232184742,24.7,-0.12,-4.293,0.48
1678922599.080562,3.7499964237213135,-10.0,-10.01411747152613,-1.2724988335825493,24.7,-0.12,-4.293,0.48
1678922599.1302664,3.7999963760375977,-10.0,-10.01411747152613,-0.41247258766439643,24.7,-0.12,-4.293,0.48
1678922599.1807673,3.849996328353882,-10.0,-10.01411747152613,-0.5624771654408178,24.7,-0.12,-4.293,0.48
1678922599.2310376,3.899996280670166,-10.0,-10.01411747152613,-0.41247258766439643,24.7,-0.12,-4.293,0.48
1678922599.2809913,3.94999623298645,-10.0,-10.01411747152613,-1.5125061580248378,24.7,-0.12,-4.293,0.48
1678922599.3308098,3.9999961853027344,-10.0,-10.01411747152613,-0.10246312692647308,24.7,-0.12,-4.293,0.48
1678922599.3808057,4.0499961376190186,-10.0,-10.01411747152613,-1.1774959343241598,24.7,-0.12,-4.293,0.48
1678922599.431027,4.099996089935303,-10.0,-10.051351162235344,-0.5124756395153618,24.7,-0.14,-4.268,0.56
1678922599.4810917,4.149996042251587,-10.0,-9.954194500540993,-1.2974995965452862,24.7,-0.11,-4.321,0.43
1678922599.530743,4.199995994567871,-10.0,-9.980374439320908,-0.3524707565538421,24.7,-0.13,-4.274,0.51
1678922599.5813994,4.249995946884155,-10.0,-10.057168926408657,-0.8424857106234817,24.7,-0.13,-4.281,0.51
1678922599.6311107,4.2999958992004395,-10.0,-10.057168926408657,-1.4775050898770026,24.7,-0.13,-4.281,0.51
1678922599.6809843,4.349995851516724,-10.0,-10.057168926408657,-0.8374855580309237,24.7,-0.13,-4.281,0.51
1678922599.731034,4.399995803833008,-10.0,-10.057168926408657,-0.41247258766439643,24.7,-0.13,-4.281,0.51
1678922599.781193,4.449995756149292,-10.0,-10.057168926408657,-1.0574922721030156,24.7,-0.13,-4.281,0.51
1678922599.8308132,4.499995708465576,-10.0,-10.057168926408657,-0.5724774706259161,24.7,-0.13,-4.281,0.51
1678922599.8813941,4.54999566078186,-8.0,-10.057168926408657,-0.6924811328470604,24.7,-0.13,-4.281,0.51
1678922599.9308019,4.5999956130981445,-8.0,-10.057168926408657,0.6775606775109289,24.7,-0.13,-4.281,0.51
1678922599.981215,4.649995565414429,-8.0,-10.057168926408657,-1.3074999017303846,24.7,-0.13,-4.281,0.51
1678922600.0310702,4.699995517730713,-8.0,-10.057168926408657,-0.5174757921079021,24.7,-0.13,-4.281,0.51
1678922600.0808375,4.749995470046997,-8.0,-10.057168926408657,-0.31746968840600687,24.7,-0.13,-4.281,0.51
1678922600.131289,4.799995422363281,-8.0,-8.04654962811119,-0.7174818958097795,24.7,-0.11,-3.33,0.57
1678922600.1811156,4.849995374679565,-8.0,-7.974991128779423,-1.6925116513565364,24.7,-0.09,-3.368,0.47
1678922600.2310066,4.89999532699585,-8.0,-7.943575202243525,-0.9524890676595099,24.7,-0.12,-3.316,0.61
1678922600.280924,4.949995279312134,-8.0,-7.962773824015462,-0.24746755211035423,24.7,-0.09,-3.389,0.45
1678922600.3308215,4.999995231628418,-8.0,-7.962773824015462,-0.9874901358073628,24.7,-0.09,-3.389,0.45
1678922600.3808515,5.049995183944702,-8.0,-7.962773824015462,-1.2124970024719772,24.7,-0.09,-3.389,0.45
1678922600.431431,5.099995136260986,-8.0,-8.079129107481752,-1.0574922721030156,24.7,-0.09,-3.378,0.46
1678922600.481011,5.1499950885772705,-8.0,-8.000007514724675,-0.8274852528458433,24.7,-0.11,-3.326,0.56
1678922600.531259,5.199995040893555,-8.0,-7.972082246692765,-0.5524768602557373,24.7,-0.1,-3.363,0.5
1678922600.5812562,5.249994993209839,-8.0,-7.972082246692765,-0.2774684676656314,24.7,-0.1,-3.363,0.5
1678922600.630811,5.299994945526123,-8.0,-8.025023900669927,-0.6674803698843235,24.7,-0.1,-3.352,0.52
1678922600.681096,5.349994897842407,-8.0,-8.044804298859196,-0.847485863216022,24.7,-0.09,-3.39,0.43
1678922600.7308671,5.399994850158691,-8.0,-8.044804298859196,-0.9174879995116925,24.7,-0.09,-3.39,0.43
1678922600.7809656,5.449994802474976,-8.0,-8.044804298859196,-0.31246953581344883,24.7,-0.09,-3.39,0.43
1678922600.8309581,5.49999475479126,-8.0,-7.933103226731559,-0.38247167210911925,24.8,-0.09,-3.391,0.44
1678922600.881505,5.549994707107544,-8.0,-7.933103226731559,-1.0224912039551803,24.8,-0.09,-3.391,0.44
1678922600.9311335,5.599994659423828,-8.0,-8.025023900669927,-1.1574953239539632,24.7,-0.1,-3.356,0.49
1678922600.980839,5.649994611740112,-8.0,-8.025023900669927,-0.7424826587725342,24.7,-0.1,-3.356,0.49
