loop time,Output Velocity D1,Futek Torque,V_BUS D1,I_Bus D1,V_q D1,I_q D1,V_d D1,I_d D1,Output Velocity D2,V_BUS D2,I_Bus D2,V_q D2,I_q D2,V_d D2,I_d D2,max_velocity,max_current
0.005000114440917969,0.9704030641088472,-1.1769759184545414,23.8,0.13,0.948,2.13,-0.074,0.01,-0.9802932632034818,24.3,0.0,-0.16,1.04,0.055,-0.01,1,1
0.010000228881835938,0.9704030641088472,-1.276978970305489,23.8,0.13,0.948,2.13,-0.074,0.01,-0.9802932632034818,24.3,0.0,-0.16,1.04,0.055,-0.01,1,1
0.015000343322753906,0.9832021452901389,-1.02697134067812,23.7,0.14,0.972,2.27,-0.075,0.01,-0.926769832808989,24.3,0.0,-0.106,1.02,0.02,0.08,1,1
0.020000457763671875,0.9832021452901389,-1.1019736295663307,23.7,0.14,0.972,2.27,-0.075,0.01,-0.926769832808989,24.3,0.0,-0.106,1.02,0.02,0.08,1,1
0.025000572204589844,0.9919287915501106,-1.0869731717886921,23.8,0.13,0.947,2.12,-0.048,-0.03,-1.0047278727314024,24.3,0.0,-0.163,1.05,0.003,0.0,1,1
0.030000686645507812,0.9890199094634534,-1.2319775969725555,23.8,0.15,0.967,2.33,-0.058,0.04,-1.0215993888340142,24.3,0.0,-0.168,0.94,0.027,-0.05,1,1
0.03500080108642578,0.9890199094634534,-1.3669817169713383,23.8,0.15,0.967,2.33,-0.058,0.04,-1.0215993888340142,24.3,0.0,-0.168,0.94,0.027,-0.05,1,1
0.04000091552734375,0.9797114867861503,-1.4219833954893524,23.8,0.16,0.997,2.45,-0.077,0.0,-0.9430595724942694,24.3,0.0,-0.091,0.96,0.015,0.06,1,1
0.04500102996826172,0.9797114867861503,-1.4769850740073842,23.8,0.16,0.997,2.45,-0.077,0.0,-0.9430595724942694,24.3,0.0,-0.091,0.96,0.015,0.06,1,1
0.05000114440917969,0.9797114867861503,-1.3869823273415172,23.8,0.16,0.997,2.45,-0.077,0.0,-0.9453866781635951,24.3,0.0,-0.112,1.02,0.005,0.0,1,1
0.055001258850097656,0.9797114867861503,-1.3669817169713383,23.8,0.16,0.997,2.45,-0.077,0.0,-0.9453866781635951,24.3,0.0,-0.112,1.02,0.005,0.0,1,1
