timestamp (epoch),loop time (s),des velocity,velocityM (Rad/S),Futek Torque (Nm),v_busM,i_busM,v_qM,i_qM,v_dM,i_dM,accelM,velocityL (Rad/S),v_busL,i_busL,v_qL,i_qL,v_dL,i_dL,accelL
1680717144.8891635,1680717144,-4.0,0.0,0.028050856044199435,23.0,0.0,0.001,0.0,0.01,0.0,0.0,-0.0011635528346628863,22.8,0.0,0.01,0.0,0.001,0.0,-0.810410878219509
1680717145.3000863,1680717144,-4.0,0.0,-0.006950212103635778,23.0,0.0,0.004,0.0,0.018,0.0,0.0,0.0,22.8,0.0,0.011,0.0,0.002,0.0,0.0
1680717145.7099385,1680717145,-4.0,-0.0023271056693257726,-0.02695082247381464,23.0,0.0,-0.001,0.0,0.01,0.0,-0.005674793816984846,0.0,22.8,0.0,0.012,0.0,0.004,0.0,0.0
1680717146.1204457,1680717145,-4.0,-0.0040724349213201025,-0.006950212103635778,22.9,0.0,0.001,0.0,0.016,0.0,-0.6219199009733329,0.0,22.8,0.0,0.012,0.0,0.002,0.0,0.0
1680717146.531274,1680717146,-4.0,0.0017453292519943294,0.00805024567400281,22.9,0.0,0.002,0.0,0.01,0.0,0.6439515713368072,-0.0040724349213201025,22.7,0.0,0.008,0.0,0.006,0.0,-0.020295056741025018
1680717146.9420671,1680717146,-4.0,0.0011635528346628863,0.07305222937713296,23.0,0.0,0.001,0.0,0.009,0.0,0.9463436704746718,0.0017453292519943294,22.8,0.0,0.007,0.0,0.006,0.0,0.008334035152202893
1680717147.3512373,1680717146,-4.0,-0.0034906585039886587,-0.006950212103635778,23.0,0.0,0.005,0.0,0.012,0.0,-0.46581028048466955,0.0,22.7,0.0,0.015,0.0,0.004,0.0,0.0
1680717147.761316,1680717147,-3.5789473684210527,0.0,0.038051161229279984,23.0,0.0,0.008,0.0,0.02,0.0,0.0,-0.002908882086657216,22.8,0.0,0.009,0.0,0.002,0.0,-0.013872007489971493
1680717148.1707776,1680717147,-3.5789473684210527,0.0017453292519943294,0.0030500930814447713,23.0,0.0,0.006,0.0,0.01,0.0,0.6361728915405254,0.0005817764173314432,22.8,0.0,0.007,0.0,0.007,0.0,0.0029034853458020293
1680717148.581762,1680717148,-3.5789473684210527,0.0,-0.006950212103635778,22.9,0.0,0.004,0.0,0.012,0.0,0.0,-0.0005817764173314432,22.8,0.0,0.011,0.0,0.003,0.0,-0.47510653316178764
1680717148.991194,1680717148,-3.5789473684210527,-0.002908882086657216,-0.0019500595110777395,22.9,0.0,0.006,0.0,0.006,0.0,-0.2686499123988706,0.0,22.9,0.0,0.008,0.0,0.007,0.0,0.0
1680717149.3997095,1680717148,-3.5789473684210527,0.0005817764173314432,-0.036951127658930716,23.0,0.0,0.003,0.0,0.009,0.0,0.0014452406206098675,0.0,22.8,0.0,0.009,0.0,0.006,0.0,0.0
1680717149.809267,1680717149,-3.5789473684210527,-0.0040724349213201025,-0.036951127658930716,23.0,0.0,0.0,0.0,0.013,0.0,-2.124242019678223,0.0,22.9,0.0,0.01,0.0,0.007,0.0,0.0
1680717150.215897,1680717149,-3.5789473684210527,0.0017453292519943294,0.028050856044199435,23.0,0.0,0.0,0.0,0.001,0.0,0.6392282101778576,0.0011635528346628863,22.7,0.0,0.015,0.0,0.002,0.0,0.8807605682436171
1680726484.1507907,1680717150,-3.1578947368421053,3.3667401270970614,-0.02695082247381464,22.6,0.23,1.978,1.76,-0.143,-0.07,0.00036071075401947325,0.039560796378538134,22.9,0.4,0.127,0.52,0.112,-0.5,31.983424536177335
