timestamp (epoch),loop time (s),des velocity,velocity (Rad/S),Futek Torque (Nm),v_bus,i_bus,v_q,i_q,v_d,i_d,accel
1678926706.3278837,0.04999995231628418,-14.0,0.0,-0.025140767235320993,-0.1,0.0,-0.006,0.0,0.0,0.0,0.0
1678926706.3784738,0.09999990463256836,-14.0,0.0,-7.020354244209112,-0.1,0.0,-0.006,0.0,0.0,0.0,0.0
1678926706.4284956,0.14999985694885254,-14.0,-5.511749777798093,-14.755590304879911,23.6,-0.03,-0.724,5.75,0.183,-0.76,-13.109823279604566
1678926706.4784973,0.19999980926513672,-14.0,-5.511749777798093,-10.380456786400956,23.6,-0.03,-0.724,5.75,0.183,-0.76,-13.109823279604566
1678926706.5284252,0.2499997615814209,-14.0,-13.477432483900213,-6.9853531760612775,23.7,-3.06,-4.006,12.23,1.183,-0.05,-134.74746725246976
1678926706.5807567,0.2999997138977051,-14.0,-13.477432483900213,-6.55534005310221,23.7,-3.06,-4.006,12.23,1.183,-0.05,-134.74746725246976
1678926706.6315968,0.34999966621398926,-14.0,-13.477432483900213,-6.9103508871730845,23.7,-3.06,-4.006,12.23,1.183,-0.05,-134.74746725246976
1678926706.679116,0.39999961853027344,-14.0,-14.041173832294382,-6.905350734580526,23.8,-2.21,-4.936,7.02,0.631,0.11,-92.09794446796931
1678926706.7294133,0.4499995708465576,-14.0,-14.041173832294382,-5.720314570146794,23.8,-2.21,-4.936,7.02,0.631,0.11,-92.09794446796931
1678926706.7798383,0.4999995231628418,-14.0,-14.041173832294382,-5.265300684224989,23.8,-2.21,-4.936,7.02,0.631,0.11,-92.09794446796931
1678926706.8298526,0.549999475479126,-14.0,-14.041755608711712,-4.965291528672129,23.8,-2.11,-4.984,6.63,0.585,-0.04,-94.31079153064775
1678926706.8792245,0.5999994277954102,-14.0,-14.120295425051458,-6.645342799768058,23.7,-1.99,-5.061,6.15,0.505,0.09,-281.9638341608188
1678926706.9292495,0.6499993801116943,-14.0,-14.120295425051458,-7.055355312356948,23.7,-1.99,-5.061,6.15,0.505,0.09,-281.9638341608188
1678926706.979801,0.6999993324279785,-14.0,-14.120295425051458,-6.255330897549367,23.7,-1.99,-5.061,6.15,0.505,0.09,-281.9638341608188
1678926707.0296686,0.7499992847442627,-14.0,-13.868386236346941,-4.865288476821181,23.6,-2.03,-5.022,6.31,0.561,-0.08,-92.52305649479301
1678926707.0796554,0.7999992370605469,-14.0,-13.868386236346941,-5.430305719779049,23.6,-2.03,-5.022,6.31,0.561,-0.08,-92.52305649479301
1678926707.129916,0.849999189376831,-14.0,-14.069099100326289,-5.480307245704523,23.7,-2.02,-5.024,6.29,0.525,-0.06,-140.64585614361295
1678926707.1798956,0.8999991416931152,-14.0,-14.066190218239633,-6.835348598284874,23.6,-1.98,-5.061,6.15,0.501,0.08,-281.59934082918886
1678926707.2298203,0.9499990940093994,-14.0,-14.024302316191768,-6.535339442732013,23.7,-1.97,-5.067,6.11,0.486,0.06,-280.29652240340994
1678926707.2795932,0.9999990463256836,-14.0,-13.949834934773344,-5.455306482741786,23.7,-2.0,-5.05,6.19,0.515,0.0,-279.43400720321495
1678926707.3299117,1.0499989986419678,-12.526315789473685,-13.93179986583607,-4.920290155339213,23.8,-1.98,-5.045,6.13,0.52,-0.08,-278.05949990233495
1678926707.37996,1.099998950958252,-12.526315789473685,-14.047573372885026,-8.850410093081447,23.7,-1.99,-5.039,6.15,0.499,-0.05,-281.2440903124396
1678926707.429921,1.1499989032745361,-12.526315789473685,-14.047573372885026,-21.015781350749226,23.7,-1.99,-5.039,6.15,0.499,-0.05,-281.2440903124396
1678926707.4796634,1.1999988555908203,-12.526315789473685,-12.594877658808413,-13.655556734519472,23.8,-3.25,-2.989,17.89,2.23,-0.28,-125.93598573412535
