timestamp (epoch),loop time (s),des current,velocityM (Rad/S),Futek Torque (Nm),v_busM,i_busM,v_qM,i_qM,v_dM,i_dM,accelM,velocityL (Rad/S),v_busL,i_busL,v_qL,i_qL,v_dL,i_dL,accelL
1682011387.9620798,1682011387,14.0,0.0,-0.056511724600962765,24.5,0.0,0.003,0.0,0.0,0.0,0.0,0.0011635528346628863,24.5,0.0,-0.012,0.0,0.0,0.0,0.7525511655571137
1682011387.966592,1682011387,14.0,0.0,0.09349285317545863,24.5,0.0,0.003,0.0,0.0,0.0,0.0,0.0011635528346628863,24.5,0.0,-0.012,0.0,0.0,0.0,0.7525511655571137
1682011387.972069,1682011387,14.0,0.006399540590645875,0.1984960576189643,24.5,0.0,0.001,0.0,0.006,0.0,0.058879855699328,0.2897246558310587,24.3,0.9,2.182,7.29,0.264,-1.02,2.549221054372284
1682011387.9784844,1682011387,14.0,0.7906341511534313,9.048766146427827,24.5,0.24,1.155,3.02,-0.053,0.16,83.25993579350326,2.0804324683772406,24.2,1.97,3.8,9.57,0.9,-1.72,403.99862141046043
1682011387.9841127,1682011387,14.0,2.598213479802225,17.124012583391828,24.4,0.45,-0.614,-10.9,0.312,-1.87,498.6819746116502,2.0804324683772406,24.2,1.97,3.8,9.57,0.9,-1.72,403.99862141046043
1682011387.9886642,1682011387,14.0,2.598213479802225,19.93409834040346,24.4,0.45,-0.614,-10.9,0.312,-1.87,498.6819746116502,2.0804324683772406,24.2,1.97,3.8,9.57,0.9,-1.72,403.99862141046043
1682011387.9932387,1682011387,14.0,2.598213479802225,15.953976876735751,24.4,0.45,-0.614,-10.9,0.312,-1.87,498.6819746116502,3.9834231294683913,24.0,4.6,4.684,15.22,-0.201,0.11,237.41953569064103
1682011387.997843,1682011387,14.0,2.598213479802225,16.623997324137108,24.4,0.45,-0.614,-10.9,0.312,-1.87,498.6819746116502,3.9834231294683913,24.0,4.6,4.684,15.22,-0.201,0.11,237.41953569064103
1682011388.0019245,1682011387,14.0,3.7827102654890434,11.408838170110176,24.4,2.74,-1.186,-26.2,1.258,1.01,231.38160707863142,3.9834231294683913,24.0,4.6,4.684,15.22,-0.201,0.11,237.41953569064103
1682011388.0070581,1682011388,14.0,4.103850847856,13.163891730094319,24.4,0.51,-0.321,-18.77,0.968,-0.28,941.5676399850014,4.153883619746504,24.0,3.79,5.186,11.99,-0.015,-0.23,317.3293509004306
1682011388.0116193,1682011388,14.0,4.103850847856,12.448869909360045,24.4,0.51,-0.321,-18.77,0.968,-0.28,941.5676399850014,4.153883619746504,24.0,3.79,5.186,11.99,-0.015,-0.23,317.3293509004306
1682011388.0161626,1682011388,14.0,4.103850847856,13.22389356120489,24.4,0.51,-0.321,-18.77,0.968,-0.28,941.5676399850014,5.217370910628382,23.7,4.72,6.212,12.32,-0.151,0.1,547.0536393163409
1682011388.0202267,1682011388,14.0,5.134758659367317,14.103920417493221,24.5,-0.01,0.002,-16.87,0.025,-6.32,375.05422538040466,5.217370910628382,23.7,4.72,6.212,12.32,-0.151,0.1,547.0536393163409
1682011388.0242617,1682011388,14.0,5.528039517483373,14.183922858973991,24.5,-0.08,0.066,-17.32,0.033,-6.23,1254.1936636738562,5.217370910628382,23.7,4.72,6.212,12.32,-0.151,0.1,547.0536393163409
1682011388.0292168,1682011388,14.0,5.528039517483373,14.778941017487119,24.5,-0.08,0.066,-17.32,0.033,-6.23,1254.1936636738562,6.648540897263732,23.8,6.01,7.285,13.1,-0.396,0.17,492.93810750308216
1682011388.0331812,1682011388,14.0,6.48215284190694,14.11892087527086,24.4,0.06,-0.005,-19.87,0.052,-9.02,774.4358559096945,6.648540897263732,23.8,6.01,7.285,13.1,-0.396,0.17,492.93810750308216
1682011388.03814,1682011388,14.0,6.907431402976225,14.103920417493221,24.6,-0.07,0.063,-19.63,0.036,-9.83,1114.9458211748622,6.648540897263732,23.8,6.01,7.285,13.1,-0.396,0.17,492.93810750308216
1682011388.0422554,1682011388,14.0,6.907431402976225,14.723939338969085,24.6,-0.07,0.063,-19.63,0.036,-9.83,1114.9458211748622,6.648540897263732,23.8,6.01,7.285,13.1,-0.396,0.17,492.93810750308216
1682011388.04641,1682011388,14.0,6.907431402976225,14.473931709341734,24.6,-0.07,0.063,-19.63,0.036,-9.83,1114.9458211748622,6.648540897263732,23.8,6.01,7.285,13.1,-0.396,0.17,492.93810750308216
1682011388.051247,1682011388,14.0,6.907431402976225,14.783941170079656,24.6,-0.07,0.063,-19.63,0.036,-9.83,1114.9458211748622,8.365944881226152,23.5,7.19,8.493,13.31,-0.563,0.09,389.88995398904837
1682011388.0563262,1682011388,14.0,8.330456519768935,14.938945900448635,24.6,-1.29,0.765,-19.25,1.028,-7.11,525.4758711848303,8.365944881226152,23.5,7.19,8.493,13.31,-0.563,0.09,389.88995398904837
1682011388.0605264,1682011388,14.0,8.330456519768935,11.238832981963576,24.6,-1.29,0.765,-19.25,1.028,-7.11,525.4758711848303,8.365944881226152,23.5,7.19,8.493,13.31,-0.563,0.09,389.88995398904837
1682011388.06472,1682011388,14.0,8.93724932304563,10.613813907895153,24.7,-2.03,2.264,-17.58,1.349,1.72,949.8907985872229,8.365944881226152,23.5,7.19,8.493,13.31,-0.563,0.09,389.88995398904837
1682011388.0693219,1682011388,14.0,9.543460349904993,11.803850224921426,24.7,-2.24,2.696,-14.13,0.607,2.14,1563.4173307599856,8.365944881226152,23.5,7.19,8.493,13.31,-0.563,0.09,389.88995398904837
1682011388.0741436,1682011388,14.0,9.543460349904993,13.62890592120122,24.7,-2.24,2.696,-14.13,0.607,2.14,1563.4173307599856,8.365944881226152,23.5,7.19,8.493,13.31,-0.563,0.09,389.88995398904837
1682011388.078372,1682011388,14.0,9.543460349904993,15.923975961180476,24.7,-2.24,2.696,-14.13,0.607,2.14,1563.4173307599856,8.365944881226152,23.5,7.19,8.493,13.31,-0.563,0.09,389.88995398904837
1682011388.0827863,1682011388,14.0,11.242829264930139,17.789032878200643,24.8,-2.89,2.238,-19.4,1.432,-2.16,955.5582434743063,8.365944881226152,23.5,7.19,8.493,13.31,-0.563,0.09,389.88995398904837
1682011388.087799,1682011388,14.0,11.242829264930139,17.649028605609303,24.8,-2.89,2.238,-19.4,1.432,-2.16,955.5582434743063,11.88452865324672,23.1,10.61,10.896,14.87,-1.076,0.35,327.8113787784332
1682011388.0920994,1682011388,14.0,11.683234012850042,16.423991220435195,24.7,-2.63,0.881,-23.83,1.927,-10.21,1252.1856992138032,11.88452865324672,23.1,10.61,10.896,14.87,-1.076,0.35,327.8113787784332
1682011388.0966234,1682011388,14.0,11.698941976117991,17.574026316721092,24.8,-2.62,0.964,-24.55,1.883,-10.19,2591.713892473437,11.88452865324672,23.1,10.61,10.896,14.87,-1.076,0.35,327.8113787784332
