loop time,Output Velocity D1,Futek Torque,V_BUS D1,I_Bus D1,V_q D1,I_q D1,Output Velocity D2,V_BUS D2,I_Bus D2,V_q D2,I_q D2,max_velocity,max_current
0.0007317066192626953,0.96749418202219,-0.013500411999878281,24.4,0.15,0.997,2.33,-0.9814568160381446,24.3,0.0,-0.129,0.97,1,1
0.006595611572265625,0.96749418202219,-0.013500411999878281,24.4,0.15,0.997,2.33,-1.0407980106059518,24.2,0.0,-0.157,1.06,1,1
0.01095128059387207,0.96749418202219,-0.013500411999878281,24.4,0.15,0.997,2.33,-1.0407980106059518,24.2,0.0,-0.157,1.06,1,1
0.016266584396362305,0.9855292509594648,-0.013500411999878281,24.4,0.14,0.983,2.28,-1.048942880448592,24.3,0.0,-0.171,0.94,1,1
0.02078533172607422,0.9855292509594648,-0.013500411999878281,24.4,0.14,0.983,2.28,-1.0466157747792662,24.2,0.0,-0.142,0.92,1,1
0.02578258514404297,0.9948376736367678,-0.013500411999878281,24.5,0.13,0.969,2.14,-1.0466157747792662,24.2,0.0,-0.142,0.92,1,1
0.03122711181640625,0.9948376736367678,-0.013500411999878281,24.5,0.13,0.969,2.14,-0.9890199094634534,24.3,0.0,-0.109,1.0,1,1
0.03738594055175781,0.9849474745421333,-0.013500411999878281,24.4,0.17,1.016,2.69,-0.9907652387154477,24.3,0.0,-0.114,1.01,1,1
0.0418701171875,0.9983283321407564,-0.013500411999878281,24.4,0.16,0.992,2.47,-1.0058914255660651,24.3,0.0,-0.142,1.08,1,1
0.046125173568725586,1.013454518991374,-0.013500411999878281,24.3,0.13,0.952,2.12,-1.0058914255660651,24.3,0.0,-0.142,1.08,1,1
0.05119729042053223,1.013454518991374,-0.013500411999878281,24.3,0.13,0.952,2.12,-1.0058914255660651,24.3,0.0,-0.142,1.08,1,1
0.05636310577392578,1.0035643198967394,-0.013500411999878281,24.3,0.11,0.937,1.93,-1.0058914255660651,24.3,0.0,-0.142,1.08,1,1
0.06106829643249512,1.0006554378100823,-0.013500411999878281,24.4,0.13,0.959,2.11,-1.0058914255660651,24.3,0.0,-0.142,1.08,1,1
0.06567883491516113,0.9837839217074704,-0.013500411999878281,24.5,0.16,1.002,2.53,-1.0058914255660651,24.3,0.0,-0.142,1.08,1,1
0.07094383239746094,1.0000736613927508,-0.013500411999878281,24.4,0.16,0.985,2.48,-0.9756390518648301,24.3,0.0,-0.121,1.07,1,1
0.07597184181213379,1.0000736613927508,-0.013500411999878281,24.4,0.16,0.985,2.48,-0.9756390518648301,24.3,0.0,-0.121,1.07,1,1
0.08204889297485352,1.0000736613927508,-0.013500411999878281,24.4,0.16,0.985,2.48,-1.0000736613927508,24.3,0.0,-0.143,0.92,1,1
0.08595776557922363,1.0035643198967394,-0.013500411999878281,24.4,0.12,0.941,1.98,-1.0000736613927508,24.3,0.0,-0.143,0.92,1,1
0.09098315238952637,0.9930923443847735,-0.013500411999878281,24.4,0.13,0.951,2.09,-0.9704030641088472,24.3,0.0,-0.112,0.93,1,1
0.09663200378417969,0.9930923443847735,-0.013500411999878281,24.4,0.13,0.951,2.09,-0.9407324668249436,24.3,0.0,-0.108,1.03,1,1
0.10095357894897461,0.9930923443847735,-0.013500411999878281,24.4,0.13,0.951,2.09,-0.9407324668249436,24.3,0.0,-0.108,1.03,1,1
0.10597777366638184,0.9930923443847735,-0.013500411999878281,24.4,0.13,0.951,2.09,-0.9587675357622183,24.3,0.0,-0.132,1.05,1,1
0.11093997955322266,1.0163634010780311,-0.013500411999878281,24.4,0.11,0.927,1.93,-0.9587675357622183,24.3,0.0,-0.132,1.05,1,1
0.11595511436462402,1.0151998482433684,-0.013500411999878281,24.4,0.11,0.928,1.91,-1.0221811652513457,24.2,0.0,-0.184,1.02,1,1
0.12097048759460449,1.0151998482433684,-0.013500411999878281,24.4,0.11,0.928,1.91,-1.0221811652513457,24.2,0.0,-0.184,1.02,1,1
0.12612152099609375,1.0151998482433684,-0.013500411999878281,24.4,0.11,0.928,1.91,-1.0221811652513457,24.2,0.0,-0.184,1.02,1,1
0.13097476959228516,0.9948376736367678,-0.013500411999878281,24.4,0.14,0.966,2.21,-0.9500408895022466,24.3,0.0,-0.109,1.0,1,1
0.13572907447814941,0.9936741208021049,-0.013500411999878281,24.4,0.16,1.001,2.48,-0.9500408895022466,24.3,0.0,-0.109,1.0,1,1
0.1409745216369629,0.9936741208021049,-0.013500411999878281,24.4,0.16,1.001,2.48,-0.9500408895022466,24.3,0.0,-0.109,1.0,1,1
0.14585542678833008,0.9936741208021049,-0.013500411999878281,24.4,0.16,1.001,2.48,-0.9500408895022466,24.3,0.0,-0.109,1.0,1,1
0.15100598335266113,0.9936741208021049,-0.013500411999878281,24.4,0.16,1.001,2.48,-0.9983283321407564,24.3,0.0,-0.174,1.06,1,1
0.15595579147338867,0.9936741208021049,-0.013500411999878281,24.4,0.16,1.001,2.48,-0.9960012264714307,24.3,0.0,-0.165,0.95,1,1
0.16094493865966797,0.9855292509594648,-0.013500411999878281,24.3,0.16,0.995,2.44,-0.9960012264714307,24.3,0.0,-0.165,0.95,1,1
0.16594266891479492,0.9861110273767961,-0.013500411999878281,24.4,0.16,1.005,2.52,-0.9733119461955044,24.3,0.0,-0.113,0.96,1,1
0.1709432601928711,0.9797114867861503,-0.013500411999878281,24.4,0.16,1.01,2.52,-0.9593493121795498,24.3,0.0,-0.11,0.99,1,1
0.17587995529174805,0.9797114867861503,-0.013500411999878281,24.4,0.16,1.01,2.52,-0.9593493121795498,24.3,0.0,-0.11,0.99,1,1
0.18076086044311523,0.9791297103688188,-0.013500411999878281,24.4,0.18,1.025,2.76,-0.9593493121795498,24.3,0.0,-0.11,0.99,1,1
0.1857919692993164,0.9791297103688188,-0.013500411999878281,24.4,0.18,1.025,2.76,-0.9593493121795498,24.3,0.0,-0.11,0.99,1,1
0.19094085693359375,0.9791297103688188,-0.013500411999878281,24.4,0.18,1.025,2.76,-0.9750572754474988,24.3,0.0,-0.144,0.99,1,1
0.19585680961608887,0.9936741208021049,-0.013500411999878281,24.4,0.18,1.015,2.7,-0.9919287915501106,24.3,0.0,-0.138,0.97,1,1
0.20085382461547852,0.9930923443847735,-0.013500411999878281,24.4,0.18,1.025,2.71,-1.0024007670620765,24.3,0.0,-0.122,0.96,1,1
0.20598959922790527,0.9878563566287905,-0.013500411999878281,24.4,0.17,1.017,2.58,-1.0076367548180596,24.2,0.0,-0.118,0.98,1,1
0.21099162101745605,0.9878563566287905,-0.013500411999878281,24.4,0.17,1.017,2.58,-1.0076367548180596,24.2,0.0,-0.118,0.98,1,1
0.2172253131866455,1.0047278727314024,-0.013500411999878281,24.3,0.16,0.998,2.54,-1.0111274133220483,24.3,0.0,-0.141,1.05,1,1
0.22197198867797852,1.0047278727314024,-0.013500411999878281,24.3,0.16,0.998,2.54,-1.0111274133220483,24.3,0.0,-0.141,1.05,1,1
0.22688579559326172,1.0047278727314024,-0.013500411999878281,24.3,0.16,0.998,2.54,-1.0565059738739009,24.3,0.0,-0.169,0.95,1,1
0.23191261291503906,1.0047278727314024,-0.013500411999878281,24.3,0.16,0.998,2.54,-1.0367255756846316,24.3,0.0,-0.136,0.92,1,1
0.2369089126586914,1.0093820840700538,-0.013500411999878281,24.4,0.14,0.972,2.2,-1.0367255756846316,24.3,0.0,-0.136,0.92,1,1
0.242509126663208,0.9878563566287905,-0.013500411999878281,24.4,0.17,1.027,2.68,-1.0367255756846316,24.3,0.0,-0.136,0.92,1,1
0.24727582931518555,0.9913470151327791,-0.013500411999878281,24.4,0.19,1.038,2.84,-1.0367255756846316,24.3,0.0,-0.136,0.92,1,1
0.2543299198150635,1.0076367548180596,-0.013500411999878281,24.4,0.18,1.018,2.78,-1.014618071826037,24.3,0.0,-0.165,1.08,1,1
0.25901222229003906,1.0233447180860085,-0.013500411999878281,24.4,0.14,0.961,2.22,-1.014618071826037,24.3,0.0,-0.165,1.08,1,1
0.2641584873199463,1.0018189906447452,-0.013500411999878281,24.4,0.14,0.977,2.23,-1.014618071826037,24.3,0.0,-0.165,1.08,1,1
0.2687973976135254,1.002982543479408,-0.013500411999878281,24.4,0.14,0.972,2.28,-1.014618071826037,24.3,0.0,-0.165,1.08,1,1
0.2755899429321289,0.9872745802114591,-0.013500411999878281,24.4,0.16,1.023,2.53,-0.9616764178488756,24.3,0.0,-0.121,1.04,1,1
0.2806529998779297,0.9948376736367678,-0.013500411999878281,24.4,0.17,1.011,2.58,-0.9616764178488756,24.3,0.0,-0.121,1.04,1,1
0.28452372550964355,0.9948376736367678,-0.013500411999878281,24.4,0.17,1.011,2.58,-0.9616764178488756,24.3,0.0,-0.121,1.04,1,1
0.2897965908050537,1.0309078115113173,-0.013500411999878281,24.4,0.14,0.953,2.2,-1.0099638604873853,24.2,0.0,-0.178,1.06,1,1
0.29423999786376953,1.0309078115113173,-0.013500411999878281,24.4,0.14,0.953,2.2,-1.0093820840700538,24.3,0.0,-0.174,0.96,1,1
0.3007535934448242,1.0035643198967394,-0.013500411999878281,24.3,0.13,0.962,2.13,-0.9529497715889039,24.3,0.0,-0.11,0.89,1,1
0.3040425777435303,1.0035643198967394,-0.013500411999878281,24.3,0.13,0.962,2.13,-0.9529497715889039,24.3,0.0,-0.11,0.89,1,1
0.30931830406188965,1.0035643198967394,-0.013500411999878281,24.3,0.13,0.962,2.13,-0.9180431865490173,24.3,0.0,-0.093,0.98,1,1
0.3139774799346924,0.9872745802114591,-0.013500411999878281,24.4,0.18,1.029,2.69,-0.9180431865490173,24.3,0.0,-0.093,0.98,1,1
0.3175387382507324,1.0053096491487339,-0.013500411999878281,24.4,0.16,0.994,2.52,-0.9721483933608415,24.3,0.0,-0.15,1.09,1,1
0.3211989402770996,1.017526953912694,-0.013500411999878281,24.4,0.13,0.961,2.15,-0.9721483933608415,24.3,0.0,-0.15,1.09,1,1
0.32576608657836914,1.017526953912694,-0.013500411999878281,24.4,0.13,0.961,2.15,-0.9721483933608415,24.3,0.0,-0.15,1.09,1,1
0.3310420513153076,1.0053096491487339,-0.013500411999878281,24.4,0.14,0.971,2.19,-0.9721483933608415,24.3,0.0,-0.15,1.09,1,1
0.3359992504119873,1.0076367548180596,-0.013500411999878281,24.4,0.14,0.979,2.23,-0.9721483933608415,24.3,0.0,-0.15,1.09,1,1
0.3409450054168701,1.0076367548180596,-0.013500411999878281,24.4,0.14,0.979,2.23,-1.0181087303300256,24.3,0.0,-0.143,0.95,1,1
0.34584474563598633,1.0076367548180596,-0.013500411999878281,24.4,0.14,0.979,2.23,-1.0181087303300256,24.3,0.0,-0.134,1.0,1,1
0.3509984016418457,1.0024007670620765,-0.013500411999878281,24.4,0.14,0.982,2.28,-1.0181087303300256,24.3,0.0,-0.134,1.0,1,1
0.3558659553527832,1.0047278727314024,-0.013500411999878281,24.4,0.13,0.968,2.14,-1.0157816246606997,24.3,0.0,-0.152,1.04,1,1
0.3609898090362549,1.0047278727314024,-0.013500411999878281,24.4,0.13,0.968,2.14,-1.0407980106059518,24.3,0.0,-0.175,1.04,1,1
0.36600708961486816,1.0047278727314024,-0.013500411999878281,24.4,0.13,0.968,2.14,-1.0367255756846316,24.2,0.0,-0.166,0.96,1,1
0.3710145950317383,1.0047278727314024,-0.013500411999878281,24.4,0.13,0.968,2.14,-1.0111274133220483,24.3,0.0,-0.142,0.93,1,1
