timestamp (epoch),loop time (s),des velocity,velocityM (Rad/S),Futek Torque (Nm),v_busM,i_busM,v_qM,i_qM,v_dM,i_dM,accelM,velocityL (Rad/S),v_busL,i_busL,v_qL,i_qL,v_dL,i_dL,accelL
1680716763.1636713,1680716762,-4.0,-0.006399540590645875,-0.06623202124087513,23.0,0.0,-0.006,0.0,-0.015,0.0,-0.021018307452912006,-0.02210750385859484,22.7,0.0,-0.011,0.0,0.0,0.0,-19.10686005854518
1680716763.573541,1680716763,-4.0,-0.0005817764173314432,-0.006230190130303015,23.1,0.0,-0.01,0.0,-0.009,0.0,-0.081845681703862,-0.009890199094634533,22.8,0.0,-0.01,0.0,-0.004,0.0,-3.9688577902240723
1680716763.984479,1680716763,-4.0,0.0005817764173314432,0.04877148838771106,23.0,0.0,-0.01,0.0,-0.009,0.0,0.21423592224046897,0.009890199094634533,22.8,0.0,-0.008,0.0,-0.006,0.0,0.04965026873133979
1680716764.3958607,1680716763,-4.0,-0.0005817764173314432,0.028770878017532198,23.0,0.0,0.0,0.0,-0.004,0.0,-0.08315092872346967,-0.019780398189269067,22.8,0.0,-0.01,0.0,-0.005,0.0,-16.30281062032698
1680716764.8062751,1680716764,-4.0,-0.0040724349213201025,-0.016230495315401328,23.0,0.0,-0.005,0.0,-0.009,0.0,-0.009922403168141821,-0.0017453292519943294,22.8,0.0,-0.011,0.0,0.0,0.0,-1.4954936594395962
1680716765.2158961,1680716764,-4.0,0.0,0.043771335795170785,23.0,0.0,-0.008,0.0,-0.006,0.0,0.0,-0.0011635528346628863,22.8,0.0,-0.013,0.0,0.0,0.0,-0.005559276550082168
1680716765.6256976,1680716765,-3.5789473684210527,0.0040724349213201025,0.03377103061007247,23.0,0.0,-0.007,0.0,-0.013,0.0,0.3937172708886361,-0.0011635528346628863,22.8,0.0,-0.007,0.0,-0.001,0.0,-0.9780148915105977
1680716766.0362978,1680716765,-3.5789473684210527,-0.0017453292519943294,-0.041231258278120464,23.0,0.0,-0.006,0.0,-0.004,0.0,-1.468788415521032,-0.0023271056693257726,22.8,0.0,-0.01,0.0,-0.002,0.0,-1.7691840886851127
1680716794.728411,1680716766,-3.5789473684210527,0.008726646259971648,0.01877057283241612,22.9,0.0,-0.005,0.0,-0.002,0.0,3.909656837725285,-0.002908882086657216,22.8,0.0,-0.008,0.0,-0.006,0.0,-0.014074096539705254
1680716795.1413367,1680716794,-3.1578947368421053,0.008726646259971648,0.02377072542497416,22.9,0.0,-0.005,0.0,-0.002,0.0,3.909656837725285,0.0,22.8,0.0,0.084,0.0,0.01,0.01,0.0
