loop time,Output Velocity D1,Futek Torque,V_BUS D1,I_Bus D1,V_q D1,I_q D1,Output Velocity D2,V_BUS D2,I_Bus D2,V_q D2,I_q D2,max_velocity,max_current
0.005188941955566406,0.9919287915501106,-1.0529621338541872,24.3,0.15,0.982,2.33,-0.9878563566287905,24.2,0.0,-0.127,1.01,1,1
0.012082338333129883,1.0064732019833966,-1.1179641175572996,24.4,0.12,0.945,2.02,-1.0320713643459802,24.3,0.0,-0.159,1.02,1,1
0.017940282821655273,1.0064732019833966,-1.2429679323709841,24.4,0.12,0.945,2.02,-1.014618071826037,24.3,0.0,-0.123,0.91,1,1
0.024605274200439453,1.0064732019833966,-1.3429709842219317,24.4,0.12,0.945,2.02,-1.014618071826037,24.3,0.0,-0.123,0.91,1,1
0.031142234802246094,1.0064732019833966,-1.1229642701498577,24.4,0.12,0.945,2.02,-1.014618071826037,24.3,0.0,-0.123,0.91,1,1
0.037544965744018555,0.9942558972194364,-1.102963659779661,24.3,0.14,0.973,2.24,-1.014618071826037,24.3,0.0,-0.123,0.91,1,1
0.04533958435058594,1.0047278727314024,-0.9079577086703061,24.3,0.12,0.922,1.95,-1.014618071826037,24.3,0.0,-0.123,0.91,1,1
0.05316591262817383,1.0047278727314024,-1.1679656434827734,24.3,0.12,0.922,1.95,-1.0221811652513457,24.3,0.0,-0.144,0.94,1,1
0.059444427490234375,1.0047278727314024,-1.377972052369767,24.3,0.12,0.922,1.95,-1.0221811652513457,24.3,0.0,-0.144,0.94,1,1
0.06729960441589355,1.0047278727314024,-1.1629654908902332,24.3,0.12,0.922,1.95,-0.8941903534384281,24.2,0.0,-0.085,1.02,1,1
0.07424688339233398,1.0047278727314024,-0.9929603027436151,24.3,0.12,0.922,1.95,-0.9680759584395214,24.2,0.0,-0.143,1.11,1,1
0.08200883865356445,1.0117091897393797,-1.1429648805200365,24.3,0.12,0.938,2.02,-0.9680759584395214,24.2,0.0,-0.143,1.11,1,1
0.08815646171569824,0.9907652387154477,-1.2579683901486227,24.4,0.14,0.971,2.24,-0.9680759584395214,24.2,0.0,-0.143,1.11,1,1
0.0956580638885498,0.9907652387154477,-1.35297128940703,24.4,0.14,0.971,2.24,-0.9744754990301673,24.2,0.0,-0.117,0.97,1,1
0.10311222076416016,0.9919287915501106,-1.102963659779661,24.3,0.16,0.994,2.44,-0.9744754990301673,24.2,0.0,-0.117,0.97,1,1
0.10954070091247559,0.9919287915501106,-1.0679625916318258,24.3,0.16,0.994,2.44,-0.9744754990301673,24.2,0.0,-0.117,0.97,1,1
0.11752820014953613,0.9919287915501106,-1.35297128940703,24.3,0.16,0.994,2.44,-1.0105456369047168,24.2,0.0,-0.176,0.97,1,1
0.12447905540466309,0.9750572754474988,-1.5629776982940233,24.4,0.17,1.016,2.65,-0.9314240441476405,24.2,0.0,-0.105,0.88,1,1
0.1313173770904541,0.9715666169435101,-1.68298136051515,24.4,0.19,1.042,2.87,-0.9314240441476405,24.2,0.0,-0.105,0.88,1,1
0.13878560066223145,0.9744754990301673,-1.6179793768120379,24.4,0.19,1.037,2.83,-0.9314240441476405,24.2,0.0,-0.105,0.88,1,1
0.14613699913024902,0.9901834622981163,-1.602978919034399,24.3,0.2,1.041,2.93,-0.9314240441476405,24.2,0.0,-0.105,0.88,1,1
0.15349483489990234,0.997746555723425,-1.3379708316293915,24.4,0.17,1.012,2.6,-0.9314240441476405,24.2,0.0,-0.105,0.88,1,1
0.15985417366027832,0.997746555723425,-1.3429709842219317,24.4,0.17,1.012,2.6,-0.9314240441476405,24.2,0.0,-0.105,0.88,1,1
0.1667652130126953,0.9878563566287905,-1.5029758671834514,24.3,0.17,1.021,2.68,-1.0314895879286488,24.2,0.0,-0.128,0.94,1,1
0.17544054985046387,0.997746555723425,-1.2079668642231667,24.4,0.17,1.016,2.63,-0.9837839217074704,24.2,0.0,-0.116,0.99,1,1
0.18291282653808594,0.997746555723425,-1.3079699160741143,24.4,0.17,1.016,2.63,-0.9837839217074704,24.2,0.0,-0.116,0.99,1,1
0.18947672843933105,0.997746555723425,-1.3679717471846864,24.4,0.17,1.016,2.63,-0.9837839217074704,24.2,0.0,-0.116,0.99,1,1
0.1972033977508545,0.997746555723425,-1.6079790716269395,24.4,0.17,1.016,2.63,-0.9837839217074704,24.3,0.0,-0.111,0.96,1,1
0.20401597023010254,0.9907652387154477,-1.5279766301461883,24.4,0.17,1.008,2.67,-0.9791297103688188,24.3,0.0,-0.107,0.98,1,1
0.2105729579925537,0.9994918849754193,-1.3579714419995703,24.4,0.18,1.036,2.76,-0.9930923443847735,24.3,0.0,-0.129,1.06,1,1
0.21795010566711426,1.0210176124166828,-1.192966406445528,24.3,0.15,0.991,2.39,-1.0326531407633117,24.2,0.0,-0.17,1.09,1,1
0.22533941268920898,1.0210176124166828,-1.2429679323709841,24.3,0.15,0.991,2.39,-1.0373073521019631,24.2,0.0,-0.168,0.94,1,1
0.23229122161865234,1.0210176124166828,-1.377972052369767,24.3,0.15,0.991,2.39,-1.0373073521019631,24.2,0.0,-0.168,0.94,1,1
0.24029755592346191,0.9843656981248018,-1.462974646443076,24.4,0.17,1.006,2.57,-0.9203702922183431,24.2,0.0,-0.085,0.97,1,1
0.2468726634979248,0.9843656981248018,-1.2829691531113774,24.4,0.17,1.006,2.57,-0.9203702922183431,24.2,0.0,-0.085,0.97,1,1
0.2544560432434082,0.9843656981248018,-1.2279674745933455,24.4,0.17,1.006,2.57,-0.9564404300928926,24.3,0.0,-0.15,1.11,1,1
0.2619152069091797,0.9843656981248018,-1.2979696108889982,24.4,0.17,1.006,2.57,-0.9564404300928926,24.3,0.0,-0.15,1.11,1,1
0.2685415744781494,0.9843656981248018,-1.4779751042207145,24.4,0.17,1.006,2.57,-0.9960012264714307,24.3,0.0,-0.141,0.94,1,1
0.2755167484283447,1.0047278727314024,-1.2879693057039177,24.4,0.16,1.01,2.54,-0.9960012264714307,24.3,0.0,-0.141,0.94,1,1
0.2828066349029541,1.004146096314071,-1.0829630494094644,24.4,0.14,0.991,2.28,-0.9960012264714307,24.3,0.0,-0.141,0.94,1,1
0.2890012264251709,1.004146096314071,-1.0729627442243839,24.4,0.14,0.991,2.28,-1.0285807058419916,24.3,0.0,-0.176,1.02,1,1
0.2955653667449951,1.004146096314071,-1.2829691531113774,24.4,0.14,0.991,2.28,-1.0285807058419916,24.3,0.0,-0.176,1.02,1,1
0.3038163185119629,1.004146096314071,-1.4829752568132726,24.4,0.14,0.991,2.28,-0.9640035235182013,24.2,0.0,-0.114,0.93,1,1
0.3109910488128662,1.002982543479408,-1.2629685427411808,24.3,0.18,1.027,2.66,-0.9640035235182013,24.2,0.0,-0.114,0.93,1,1
0.31778407096862793,1.002982543479408,-1.1629654908902332,24.3,0.18,1.027,2.66,-0.9640035235182013,24.2,0.0,-0.114,0.93,1,1
0.3238809108734131,1.002982543479408,-1.1729657960753315,24.3,0.18,1.027,2.66,-0.9640035235182013,24.2,0.0,-0.114,0.93,1,1
0.3294229507446289,1.002982543479408,-1.1429648805200365,24.3,0.18,1.027,2.66,-1.0826859126538158,24.2,0.0,-0.183,0.93,1,1
0.33676648139953613,1.002982543479408,-1.2279674745933455,24.3,0.18,1.027,2.66,-1.0669779493858667,24.3,0.0,-0.148,0.94,1,1
0.34450340270996094,1.0018189906447452,-1.182966101260412,24.4,0.14,0.984,2.24,-1.0274171530073286,24.3,0.0,-0.134,0.97,1,1
0.3513970375061035,1.0018189906447452,-1.1179641175572996,24.4,0.14,0.984,2.24,-1.0274171530073286,24.3,0.0,-0.134,0.97,1,1
